Citing_DOI,Cited_DOI,Citing_Layer,Cited_Layer,Citation_Type
10.1126/science.1138581,10.1038/77744,2,3,Indirect
10.1126/science.1138581,10.1016/s1053-8119(03)00278-7,2,3,Indirect
10.1126/science.1179013,10.1126/science.287.5451.248,2,3,Indirect
10.1126/science.1179013,10.1016/b978-008045046-9.00770-1,2,3,Indirect
10.1126/science.1179013,10.1177/1073858406292647,2,3,Indirect
10.1126/science.1179013,10.1126/science.1063530,2,2,Indirect
10.1126/science.1179013,10.1126/science.1138581,2,2,Indirect
10.1126/science.1179013,10.1016/j.brainresbull.2003.09.004,2,3,Indirect
10.1038/nn.2744,10.1038/nrn2590,2,3,Indirect
10.1038/nn.2744,10.1016/s0166-2236(02)00042-5,2,3,Indirect
10.1038/nn.2744,10.1101/lm.7.2.73,2,3,Indirect
10.1038/nn.2744,10.1038/35021052,2,3,Indirect
10.1038/nn.2744,10.1126/science.160.3827.554,2,3,Indirect
10.1038/nn.2744,10.1016/s0896-6273(03)00674-3,2,3,Indirect
10.1038/nn.2744,10.1038/nn1871,2,3,Indirect
10.1038/nn.2744,10.1038/nn1667,2,3,Indirect
10.1038/nn.2744,10.1038/nature01930,2,3,Indirect
10.1038/nn.2744,10.1038/nature08637,2,3,Indirect
10.1038/nn.2744,10.1038/nn.2498,2,3,Indirect
10.1038/nn.2744,10.1101/lm.365707,2,3,Indirect
10.1038/nn.2744,10.1101/lm.486107,2,3,Indirect
10.1038/nn.2744,10.1371/journal.pone.0007519,2,3,Indirect
10.1038/nn.2744,10.1126/science.8036517,2,2,Indirect
10.1038/nn.2744,10.1038/nn1825,2,2,Indirect
10.1038/nn.2744,10.1126/science.1148979,2,3,Indirect
10.1038/nn.2744,10.1016/j.neuron.2004.10.007,2,2,Indirect
10.1038/nn.2744,10.1038/nrn2762,2,3,Indirect
10.1038/nn.2744,10.1126/science.1138581,2,2,Indirect
10.1016/j.neuron.2009.07.027,10.1023/a:1008861001091,2,3,Indirect
10.1016/j.neuron.2009.07.027,10.1101/lm.73504,2,3,Indirect
10.1016/j.neuron.2009.07.027,10.1523/jneurosci.18-18-07411.1998,2,3,Indirect
10.1016/j.neuron.2009.07.027,10.1016/j.tics.2006.11.004,2,3,Indirect
10.1016/j.neuron.2009.07.027,10.1016/0306-4522(89)90423-5,2,2,Indirect
10.1016/j.neuron.2009.07.027,10.1016/0165-0173(83)90037-1,2,3,Indirect
10.1016/j.neuron.2009.07.027,10.1126/science.1589772,2,3,Indirect
10.1016/j.neuron.2009.07.027,10.1155/2008/381243,2,3,Indirect
10.1016/j.neuron.2009.07.027,10.1523/jneurosci.16-09-03056.1996,2,3,Indirect
10.1016/j.neuron.2009.07.027,10.1093/brain/awm146,2,3,Indirect
10.1016/j.neuron.2009.07.027,10.1111/j.1460-9568.2007.05684.x,2,3,Indirect
10.1016/j.neuron.2009.07.027,10.1038/nn1961,2,3,Indirect
10.1016/j.neuron.2009.07.027,10.1523/jneurosci.2862-08.2008,2,3,Indirect
10.1016/j.neuron.2009.07.027,10.1038/nature04587,2,3,Indirect
10.1016/j.neuron.2009.07.027,10.1002/hipo.20345,2,3,Indirect
10.1016/j.neuron.2009.07.027,10.1126/science.1164685,2,3,Indirect
10.1016/j.neuron.2009.07.027,10.1016/j.neuron.2006.10.023,2,3,Indirect
10.1016/j.neuron.2009.07.027,10.1038/nn1825,2,2,Indirect
10.1016/j.neuron.2009.07.027,10.1523/jneurosci.3761-07.2007,2,3,Indirect
10.1016/j.neuron.2009.07.027,10.1002/hipo.20022,2,3,Indirect
10.1146/annurev.neuro.31.061307.090723,10.1038/342175a0,2,3,Indirect
10.1146/annurev.neuro.31.061307.090723,10.1017/cbo9780511623257,2,3,Indirect
10.1146/annurev.neuro.31.061307.090723,10.1016/0022-5193(64)90067-0,2,3,Indirect
10.1146/annurev.neuro.31.061307.090723,10.1016/s0079-6123(08)61257-1,2,3,Indirect
10.1146/annurev.neuro.31.061307.090723,10.1038/nn1905,2,3,Indirect
10.1146/annurev.neuro.31.061307.090723,10.1103/physreve.58.7738,2,3,Indirect
10.1146/annurev.neuro.31.061307.090723,10.1523/jneurosci.4724-06.2007,2,3,Indirect
10.1146/annurev.neuro.31.061307.090723,10.1162/neco.1996.8.1.85,2,3,Indirect
10.1146/annurev.neuro.31.061307.090723,10.1016/j.neuron.2006.08.016,2,3,Indirect
10.1146/annurev.neuro.31.061307.090723,10.1002/hipo.450010207,2,3,Indirect
10.1146/annurev.neuro.31.061307.090723,10.1126/science.1071089,2,3,Indirect
10.1146/annurev.neuro.31.061307.090723,10.1523/jneurosci.2857-06.2006,2,3,Indirect
10.1146/annurev.neuro.31.061307.090723,10.1002/hipo.20327,2,3,Indirect
10.1146/annurev.neuro.31.061307.090723,10.1016/0306-4522(89)90423-5,2,2,Indirect
10.1146/annurev.neuro.31.061307.090723,10.1016/0165-0173(83)90037-1,2,3,Indirect
10.1146/annurev.neuro.31.061307.090723,10.1016/j.tins.2005.01.007,2,3,Indirect
10.1146/annurev.neuro.31.061307.090723,10.1002/hipo.20091,2,3,Indirect
10.1146/annurev.neuro.31.061307.090723,10.1007/bf00243212,2,3,Indirect
10.1146/annurev.neuro.31.061307.090723,10.1002/cne.902460403,2,3,Indirect
10.1146/annurev.neuro.31.061307.090723,10.1097/00001756-199902250-00033,2,3,Indirect
10.1152/jn.00404.2011,10.1523/jneurosci.23-26-08827.2003,2,3,Indirect
10.1152/jn.00404.2011,10.1126/science.1257783,2,3,Indirect
10.1152/jn.00404.2011,10.1152/jn.1983.50.5.1197,2,3,Indirect
10.1152/jn.00404.2011,10.1523/jneurosci.5475-09.2010,2,3,Indirect
10.1152/jn.00404.2011,10.1523/jneurosci.4755-08.2009,2,3,Indirect
10.1152/jn.00404.2011,10.1002/hipo.450010207,2,3,Indirect
10.1152/jn.00404.2011,10.1121/1.380686,2,3,Indirect
10.1152/jn.00404.2011,10.1002/(sici)1096-9861(19980824)398:2<179::aid-cne3>3.0.co;2-y,2,3,Indirect
10.1152/jn.00404.2011,10.1002/hipo.450050503,2,3,Indirect
10.1152/jn.00404.2011,10.1152/jn.00827.2005,2,3,Indirect
10.1152/jn.00404.2011,10.1152/jn.1996.76.3.1698,2,3,Indirect
10.1152/jn.00404.2011,10.1152/jn.1986.55.2.331,2,3,Indirect
10.1152/jn.00404.2011,10.1016/j.tins.2008.06.008,2,3,Indirect
10.1152/jn.00404.2011,10.1523/jneurosci.19-01-00274.1999,2,3,Indirect
10.1152/jn.00404.2011,10.1126/science.144.3618.555,2,3,Indirect
10.1152/jn.00404.2011,10.3758/bf03203109,2,3,Indirect
10.1152/jn.00404.2011,10.1523/jneurosci.2975-03.2004,2,3,Indirect
10.1152/jn.00404.2011,10.1016/s0896-6273(00)80773-4,2,3,Indirect
10.1152/jn.00404.2011,10.1523/jneurosci.07-03-00716.1987,2,3,Indirect
10.1152/jn.00404.2011,10.1016/j.beproc.2006.08.005,2,3,Indirect
10.1016/0022-247x(65)90154-x,10.1115/1.3656559,2,3,Indirect
10.1016/0022-247x(65)90154-x,10.1080/00207216108937350,2,3,Indirect
10.1016/0022-247x(65)90154-x,10.1109/proc.1963.2123,2,3,Indirect
10.1016/0022-247x(65)90154-x,10.1137/1105015,2,3,Indirect
10.1016/0890-5401(92)90048-k,10.1145/322234.322243,2,3,Indirect
10.1016/0890-5401(92)90048-k,10.1137/0206049,2,3,Indirect
10.1016/0890-5401(92)90048-k,10.1016/0022-0000(85)90045-5,2,3,Indirect
10.1016/0004-3702(94)00086-g,10.1287/mnsc.34.3.391,2,3,Indirect
10.1016/0004-3702(94)00086-g,10.1016/0004-3702(94)00011-o,2,3,Indirect
10.1016/0004-3702(94)00086-g,10.2514/3.20721,2,3,Indirect
10.1016/0004-3702(94)00086-g,10.1111/j.1467-8640.1989.tb00324.x,2,3,Indirect
10.1016/0004-3702(94)00086-g,10.1016/0004-3702(72)90051-3,2,3,Indirect
10.1016/0004-3702(94)00086-g,10.1016/0004-3702(71)90010-5,2,3,Indirect
10.1016/0004-3702(94)00086-g,10.1016/0004-3702(94)00087-h,2,2,Indirect
10.1016/0004-3702(94)00086-g,10.1007/bf02055574,2,2,Indirect
10.1016/0004-3702(94)00086-g,10.1287/mnsc.28.1.1,2,2,Indirect
10.1016/0004-3702(94)00086-g,10.1016/0004-3702(86)90031-7,2,3,Indirect
10.1016/0004-3702(94)00086-g,10.1177/105971239300100403,2,3,Indirect
10.1016/0004-3702(94)00086-g,10.1287/opre.34.6.871,2,3,Indirect
10.1016/0004-3702(94)00086-g,10.1287/opre.21.5.1071,2,2,Indirect
10.1007/bf02283610,10.1287/opre.27.5.1041,2,3,Indirect
10.1007/bf02283610,10.1007/bf02551353,2,3,Indirect
10.1007/bf02283610,10.1016/0022-247x(65)90154-x,2,2,Indirect
10.1007/bf02283610,10.1016/0022-247x(69)90163-2,2,3,Indirect
10.1007/bf02283610,10.1515/9781400874668,2,3,Indirect
10.1007/bf02283610,10.1137/0327034,2,3,Indirect
10.1007/bf02283610,10.1016/0167-6911(88)90043-6,2,3,Indirect
10.1007/bf02283610,10.1007/bf01448194,2,3,Indirect
10.1007/bf02283610,10.1287/inte.15.6.73,2,3,Indirect
10.1007/bf02283610,10.1287/inte.18.5.55,2,3,Indirect
10.1007/bf02283610,10.1007/978-1-4615-6746-2,2,3,Indirect
10.1007/bf02283610,10.1287/opre.36.3.437,2,3,Indirect
10.1007/bf02283610,10.1007/978-1-4419-8714-3,2,3,Indirect
10.1007/bf02283610,10.1002/1520-6750(198810)35:5<447::aid-nav3220350509>3.0.co;2-i,2,3,Indirect
10.1109/tssc.1966.300074,10.1287/opre.13.5.712,2,3,Indirect
10.1109/tssc.1966.300074,10.1109/tssc.1965.300058,2,3,Indirect
10.1016/0004-3702(94)00087-h,10.1177/027836498800700101,2,3,Indirect
10.1016/0004-3702(94)00087-h,10.1016/0004-3702(87)90092-0,2,3,Indirect
10.1016/0004-3702(94)00087-h,10.1016/0004-3702(90)90060-d,2,3,Indirect
10.1016/0004-3702(94)00087-h,10.1016/0004-3702(88)90087-2,2,3,Indirect
10.1016/0004-3702(94)00087-h,10.1111/j.1467-8640.1989.tb00324.x,2,3,Indirect
10.1016/0004-3702(94)00087-h,10.1016/0004-3702(88)90056-2,2,3,Indirect
10.1016/0004-3702(94)00087-h,10.1207/s15516709cog0102_2,2,3,Indirect
10.1016/0004-3702(94)00087-h,10.1016/0004-3702(71)90010-5,2,3,Indirect
10.1016/0004-3702(94)00087-h,10.1016/0004-3702(90)90040-7,2,3,Indirect
10.1016/0004-3702(94)00087-h,10.1016/0004-3702(94)90002-7,2,3,Indirect
10.1016/0004-3702(94)00087-h,10.1177/027836498400300101,2,3,Indirect
10.1016/0004-3702(94)00087-h,10.1002/int.4550060404,2,3,Indirect
10.1016/0004-3702(94)00087-h,10.1111/j.1467-8640.1988.tb00285.x,2,3,Indirect
10.1016/0004-3702(94)00087-h,10.1145/321250.321253,2,3,Indirect
10.1007/bf02055574,10.1016/0016-0032(65)90528-4,2,3,Indirect
10.1007/bf02055574,10.1016/0022-247x(65)90154-x,2,2,Indirect
10.1007/bf02055574,10.1287/moor.9.3.391,2,3,Indirect
10.1007/bf02055574,10.1214/aoms/1177700285,2,3,Indirect
10.1007/bf02055574,10.1287/opre.32.5.1107,2,2,Indirect
10.1007/bf02055574,10.1007/978-3-642-46516-1,2,3,Indirect
10.1007/bf02055574,10.1016/0022-247x(78)90174-9,2,3,Indirect
10.1007/bf02055574,10.1287/opre.35.5.736,2,3,Indirect
10.1007/bf02055574,10.1287/opre.15.3.559,2,3,Indirect
10.1007/bf02055574,10.1287/mnsc.28.1.1,2,2,Indirect
10.1007/bf02055574,10.1287/mnsc.23.8.890,2,3,Indirect
10.1007/bf02055574,10.1137/0318028,2,3,Indirect
10.1007/bf02055574,10.1515/9781400873173,2,3,Indirect
10.1007/bf02055574,10.1287/opre.24.1.141,2,3,Indirect
10.1007/bf02055574,10.1287/mnsc.17.9.587,2,3,Indirect
10.1007/bf02055574,10.1287/opre.21.5.1071,2,2,Indirect
10.1007/bf02055574,10.1287/opre.26.2.282,2,2,Indirect
10.1007/bf02055574,10.1080/00207727908941584,2,3,Indirect
10.1007/bf02055574,10.1016/0377-2217(80)90211-8,2,3,Indirect
10.1007/bf02055574,10.1287/opre.37.5.791,2,2,Indirect
10.1016/0167-6377(90)90022-w,10.1007/bf02579150,2,3,Indirect
10.1016/0167-6377(90)90022-w,10.1016/0022-0000(85)90045-5,2,3,Indirect
10.1016/0167-6377(90)90022-w,10.1287/moor.12.3.441,2,3,Indirect
10.1016/0167-6377(90)90022-w,10.1214/aoms/1177697379,2,3,Indirect
10.1007/bf00934845,10.1109/proc.1976.10293,2,3,Indirect
10.1007/bf00934845,10.1007/978-3-642-45470-7,2,3,Indirect
10.1007/bf00934845,10.1016/0022-247x(69)90163-2,2,3,Indirect
10.1007/bf00934845,10.1016/0022-247x(65)90154-x,2,2,Indirect
10.1007/bf00934845,10.1109/tac.1976.1101383,2,3,Indirect
10.1007/bf00934845,10.1109/tac.1974.1100635,2,3,Indirect
10.1007/bf02204836,10.1016/0022-247x(65)90154-x,2,2,Indirect
10.1007/bf02204836,10.1016/0022-247x(69)90163-2,2,3,Indirect
10.1007/bf02204836,10.1287/opre.39.1.162,2,3,Indirect
10.1007/bf02204836,10.1287/mnsc.28.1.1,2,2,Indirect
10.1007/bf02204836,10.1137/0318028,2,3,Indirect
10.1007/bf02204836,10.1287/opre.30.2.301,2,3,Indirect
10.1007/bf02204836,10.1287/mnsc.24.11.1127,2,3,Indirect
10.1007/bf02204836,10.1287/opre.21.5.1071,2,2,Indirect
10.1007/bf02204836,10.1287/opre.26.2.282,2,2,Indirect
10.1007/bf02204836,10.1007/bf00934845,2,2,Indirect
10.1007/bf02204836,10.1287/opre.37.5.791,2,2,Indirect
10.1007/bf02204836,10.1016/0377-2217(89)90348-2,2,3,Indirect
10.1007/bf02204836,10.1287/inte.18.5.55,2,3,Indirect
10.1016/0304-3975(95)00188-3,10.1016/0304-3975(93)90357-y,2,3,Indirect
10.1016/0304-3975(95)00188-3,10.1145/146585.146588,2,3,Indirect
10.1016/0304-3975(95)00188-3,10.1016/0166-218x(92)90039-d,2,3,Indirect
10.1016/0304-3975(95)00188-3,10.1137/s0097539793245829,2,3,Indirect
10.1016/0304-3975(95)00188-3,10.1016/0890-5401(92)90048-k,2,2,Indirect
10.1016/0304-3975(95)00188-3,10.1007/bf01768705,2,3,Indirect
10.1016/0304-3975(95)00188-3,10.1016/0304-3975(93)90026-p,2,3,Indirect
10.1016/0304-3975(95)00188-3,10.1016/0304-3975(93)90356-x,2,3,Indirect
10.1016/0304-3975(95)00188-3,10.1016/0041-5553(88)90012-2,2,3,Indirect
10.1016/0304-3975(95)00188-3,10.1016/0012-365x(78)90011-0,2,3,Indirect
10.1016/0304-3975(95)00188-3,10.1007/bf01580616,2,3,Indirect
10.1016/0304-3975(95)00188-3,10.1006/inco.1995.1035,2,3,Indirect
10.1016/0304-3975(95)00188-3,10.1016/0304-3975(80)90061-4,2,3,Indirect
10.1016/0304-3975(95)00188-3,10.1007/bf01586040,2,3,Indirect
10.1016/0304-3975(95)00188-3,10.1137/0204018,2,3,Indirect
10.1016/0304-3975(95)00188-3,10.1002/net.3230210206,2,3,Indirect
