DOI,Layer,Indegree,Direct,Freq,Seed,Citation_Count,Score
10.1162/neco.1990.2.3.374,3,1,0,1,0,55,77.3849
10.1126/science.3175664,3,1,0,1,0,29,77.4223
10.1109/tac.1982.1102980,3,1,0,1,0,136,2.4152
10.1287/moor.16.3.580,3,1,0,1,0,289,2.4318
10.1007/978-1-4684-9352-8,3,3,0,3,0,914,4.579
10.1080/17442508708833475,3,1,0,1,0,39,2.5295
10.1137/0325070,3,1,0,1,0,104,2.4427
10.1109/tac.1987.1104684,3,1,0,1,0,17,2.5677
10.1109/tac.1986.1104412,3,1,0,1,0,1445,6.5644
10.1162/neco.1992.4.1.1,3,1,0,1,0,2450,20.4083
10.2307/2002797,3,2,0,2,0,104,2.5924
10.1090/qam/102435,3,1,0,1,0,1784,11.3573
10.1214/aoms/1177700285,3,2,0,2,0,604,3.4694
10.1007/bf00992701,3,3,0,3,0,120,3.3375
10.1007/bf00992699,3,2,0,2,0,791,5.8717
10.1007/bf00993308,3,1,0,1,0,29,2.3771
10.1109/ijcnn.1990.137821,3,1,0,1,0,29,2.3771
10.1162/neco.1991.3.2.226,3,1,0,1,0,102,1.9626
10.1109/21.229449,3,1,0,1,0,28,2.3817
10.1023/a:1022632907294,3,1,0,1,0,47,2.3458
10.1162/neco.1993.5.4.613,3,1,0,1,0,447,2.4872
10.1023/a:1022628806385,3,1,0,1,0,74,2.3007
10.1109/5.58338,3,1,0,1,0,242,2.1956
10.1002/9780470316511,3,1,0,1,0,1646,7.8196
10.1016/b978-1-55860-377-6.50072-4,3,1,0,1,0,41,2.3568
10.1016/b978-1-55860-307-3.50047-2,3,1,0,1,0,42,2.3549
10.1023/a:1022624705476,3,1,0,1,0,38,2.3624
10.2307/2002546,3,1,0,1,0,44,2.3513
10.1162/evco.1995.3.2.149,3,1,0,1,0,1076,4.5517
10.1515/9781400874651,3,1,0,1,0,1582,12.2933
10.1109/21.21595,3,1,0,1,0,23,12.4598
10.1002/aic.690390108,3,1,0,1,0,202,2.1244
10.1016/0004-3702(94)00011-o,3,2,0,2,0,498,3.4719
10.1109/9.24227,3,1,0,1,0,94,2.2158
10.1016/0004-3702(87)90051-8,3,1,0,1,0,178,2.1331
10.1016/0022-247x(85)90317-8,3,1,0,1,0,198,2.1254
10.1287/moor.3.3.231,3,1,0,1,0,133,2.1675
10.1007/bf01668327,3,1,0,1,0,118,7.7336
10.1159/000140010,3,1,0,1,0,100,7.7611
10.1146/annurev.ph.18.030156.002043,3,1,0,1,0,20,7.8946
10.1001/archneurpsyc.1939.02270240017001,3,1,0,1,0,1184,7.9972
10.1016/0013-4694(52)90073-4,3,1,0,1,0,535,7.3862
10.1037/h0054728,3,1,0,1,0,107,7.7503
10.1111/j.1749-6632.1954.tb54849.x,3,1,0,1,0,132,7.7129
10.3171/jns.1954.11.1.0064,3,2,0,2,0,141,3.9881
10.1176/ajp.107.10.730,3,1,0,1,0,34,7.8699
10.1136/jnnp.15.2.79,3,1,0,1,0,64,7.8189
10.1212/wnl.5.6.373,3,1,0,1,0,316,7.4976
10.1080/00223980.1945.9917223,3,1,0,1,0,2063,10.5263
10.1136/jnnp.17.2.115,3,1,0,1,0,113,7.7412
10.1146/annurev.psych.55.090902.142050,3,2,0,2,0,1301,6.5553
10.1146/annurev.psych.53.100901.135114,3,1,0,1,0,3188,16.716
10.1016/s0149-7634(01)00034-3,3,1,0,1,0,26,2.0798
10.1098/rstb.2001.0941,3,1,0,1,0,67,2.0369
10.1098/rstb.2001.0942,3,1,0,1,0,73,2.0324
10.1093/brain/124.4.647,3,1,0,1,0,84,2.0251
10.1016/s0896-6273(02)00830-9,3,3,0,3,0,1881,8.9631
10.1073/pnas.93.24.13523,3,1,0,1,0,30,2.0748
10.1002/1098-1063(2000)10:4<352::aid-hipo2>3.0.co;2-d,3,1,0,1,0,379,2.367
10.1038/80671,3,1,0,1,0,679,3.4153
10.1016/s0028-3932(01)00213-5,3,1,0,1,0,77,2.0295
10.1006/jmla.2002.2864,3,1,0,1,0,2715,13.4376
10.1038/79867,3,1,0,1,0,222,2.0623
10.1016/s0166-4328(01)00363-1,3,1,0,1,0,118,2.0121
10.1016/j.neuropsychologia.2005.01.001,3,1,0,1,0,208,2.0478
10.1523/jneurosci.20-15-05853.2000,3,1,0,1,0,189,2.0319
10.1002/hipo.10140,3,1,0,1,0,48,2.0544
10.1016/s0028-3932(00)00103-2,3,2,0,2,0,157,2.6965
10.1016/0014-4886(76)90055-8,3,1,0,1,0,1437,8.1619
10.1016/0014-4886(78)90096-1,3,1,0,2,0,204,6.1932
10.1016/0006-8993(78)90930-7,3,1,0,1,0,629,6.3123
10.1126/science.663646,3,1,0,1,0,701,6.3941
10.1037/h0077579,3,1,0,1,0,1685,9.027
10.1016/0023-9690(81)90020-5,3,1,0,1,0,2054,10.4591
10.1037/h0077638,3,1,0,1,0,64,6.39
10.1016/0031-9384(80)90109-2,3,1,0,1,0,12,6.4605
10.1007/bf00236646,3,1,0,1,0,120,6.3253
10.1126/science.168.3927.147,3,1,0,1,0,176,6.2727
10.1037/h0037649,3,2,0,2,0,424,3.3169
10.1038/273297a0,3,1,0,1,0,863,6.6473
10.1017/s0140525x00062713,3,1,0,1,0,1546,8.5303
10.1016/0028-3932(79)90042-3,3,1,0,1,0,697,6.3891
10.1162/jocn.1994.6.4.305,3,1,0,1,0,342,2.6234
10.1126/science.277.5324.376,3,1,0,1,0,1245,5.8638
10.1017/cbo9780511526817,3,1,0,1,0,1994,9.1556
10.1006/nlme.1998.3865,3,1,0,1,0,90,2.5692
10.1098/rstb.1997.0136,3,1,0,1,0,269,2.5434
10.1016/0028-3908(95)00099-r,3,1,0,1,0,52,2.615
10.1016/s0028-3908(98)00139-7,3,1,0,1,0,291,2.5622
10.1126/science.2899909,3,1,0,1,0,970,4.6499
10.1016/0163-1047(93)90664-4,3,1,0,1,0,879,4.2713
10.1111/j.1471-4159.1977.tb10649.x,3,1,0,1,0,4984,34.7767
10.1016/0006-8993(94)91809-0,3,1,0,1,0,29,2.6491
10.1101/lm.1.3.203,3,1,0,1,0,70,2.5917
10.1016/s0092-8674(00)80897-1,3,1,0,1,0,283,2.5548
10.1146/annurev.pa.13.040173.001305,3,1,0,1,0,233,2.5228
10.1073/pnas.93.9.4016,3,1,0,1,0,42,2.6293
10.1038/31371,3,1,0,1,0,225,2.52
10.1016/s0896-6273(00)80607-8,3,1,0,1,0,55,2.6109
10.1101/lm.6.2.77,3,1,0,1,0,202,3.0884
10.1001/archneurpsyc.1958.02340050003001,3,1,0,1,0,642,4.1889
10.1016/0278-2626(88)90030-9,3,1,0,1,0,30,3.0136
10.1017/s0033291700025897,3,1,0,1,0,63,3.0088
10.1523/jneurosci.16-16-05233.1996,3,1,0,1,0,610,4.0783
10.1126/science.1109228,3,1,0,1,0,240,3.1372
10.1016/0959-4388(95)80023-9,3,1,0,1,0,1012,5.6475
10.1038/nrn726,3,1,0,1,0,492,3.7029
10.1037/0735-7044.107.6.899,3,1,0,1,0,139,3.0326
10.1146/annurev.neuro.27.070203.144130,3,3,0,3,0,2154,10.8242
10.1016/s0091-6773(74)92231-7,3,1,0,1,0,709,4.4305
10.1002/hipo.20005,3,1,0,1,0,103,3.0153
10.1002/hipo.20057,3,1,0,1,0,58,3.0089
10.1111/j.1749-6632.1985.tb37637.x,3,1,0,1,0,33,3.0128
10.1016/s0959-4388(97)80010-4,3,1,0,1,0,1380,7.2844
10.1001/archneur.1979.00500400065010,3,1,0,1,0,268,1.6968
10.1016/0028-3932(74)90014-1,3,1,0,1,0,72,1.7062
10.1126/science.7414331,3,1,0,1,0,1502,9.4768
10.1016/0028-3932(81)90064-6,3,1,0,1,0,118,1.6518
10.1016/0028-3932(68)90024-9,3,1,0,1,0,447,2.1298
10.3758/bf03334277,3,1,0,1,0,491,2.119
10.1037/h0034760,3,1,0,1,0,29,1.783
10.1097/00005053-198106000-00009,3,1,0,1,0,48,1.7462
10.1093/brain/102.4.749,3,1,0,1,0,299,1.7472
10.1016/0028-3932(75)90013-5,3,1,0,1,0,230,1.6531
10.1016/s0022-5371(79)90255-x,3,1,0,1,0,132,1.6414
10.1016/0028-3932(80)90059-7,3,1,0,1,0,50,1.7426
10.1093/brain/94.4.661,3,1,0,1,0,157,1.6302
10.1007/978-1-4684-7890-7_2,3,1,0,1,0,35,1.7709
10.1016/0028-3932(82)90026-4,3,1,0,1,0,130,1.6427
10.1212/wnl.24.6.527,3,1,0,1,0,71,1.7077
10.1146/annurev.ne.05.030182.001325,3,1,0,1,0,422,2.055
10.1016/s0163-1047(79)90841-0,3,1,0,1,0,61,1.7236
10.1002/ana.410060607,3,1,0,1,0,229,1.6523
10.1002/hipo.10215,3,1,0,1,0,287,2.7363
10.1016/j.neuroimage.2004.08.007,3,1,0,1,0,222,2.6757
10.1017/s0140525x99002034,3,1,0,1,0,1387,6.752
10.1093/brain/123.4.800,3,1,0,1,0,174,2.6561
10.1093/brain/122.9.1613,3,1,0,1,0,631,3.5773
10.1093/cercor/6.6.823,3,1,0,1,0,506,3.1894
10.1076/jcen.20.6.807.1114,3,1,0,1,0,100,2.669
10.1016/s0896-6273(03)00156-9,3,1,0,1,0,133,2.6568
10.1016/0028-3932(93)90072-8,3,1,0,1,0,28,2.7308
10.1037/0894-4105.18.3.418,3,1,0,1,0,200,2.664
10.1016/s0028-3932(97)00161-9,3,1,0,1,0,400,2.9272
10.1016/0278-2626(88)90038-3,3,1,0,1,0,54,2.703
10.1080/02724980244000224,3,1,0,1,0,98,2.6701
10.1098/rstb.2001.0948,3,1,0,1,0,277,2.7245
10.1080/096582196388906,3,1,0,1,0,356,2.8408
10.1162/08989290051137585,3,1,0,1,0,2544,11.961
10.1016/0028-3932(95)00108-5,3,1,0,1,0,55,2.7021
10.1016/0028-3932(83)90039-8,3,1,0,1,0,245,2.6928
10.3758/bf03195869,3,1,0,1,0,192,2.1537
10.1080/096582199387805,3,1,0,1,0,134,2.124
10.1162/0898929042568578,3,1,0,1,0,292,2.2931
10.1016/j.neuropsychologia.2006.05.023,3,1,0,1,0,1011,4.9673
10.1098/rstb.2001.0944,3,1,0,1,0,402,2.5548
10.1098/rstb.2005.1631,3,1,0,1,0,986,4.8536
10.1016/j.neuroimage.2005.09.025,3,1,0,1,0,113,2.1231
10.1037/0033-295x.107.2.261,3,1,0,1,0,2710,12.9531
10.1016/j.neulet.2006.07.075,3,1,0,1,0,14,2.189
10.1016/j.neuropsychologia.2004.02.014,3,1,0,1,0,272,2.2569
10.3758/cabn.3.3.234,3,1,0,1,0,107,2.1239
10.1162/08989290051137468,3,1,0,1,0,283,2.2763
10.1073/pnas.081082698,3,1,0,1,0,258,2.2339
10.1093/brain/awl093,3,1,0,1,0,215,2.1762
10.1093/brain/124.6.1156,3,1,0,1,0,211,2.1718
10.1073/pnas.071043098,3,1,0,1,0,2389,11.3054
10.1162/08989290260138672,3,1,0,1,0,1198,5.8333
10.1111/j.1745-6916.2006.00017.x,3,1,0,1,0,262,2.2403
10.1016/j.brainres.2006.01.061,3,1,0,1,0,35,2.1656
10.1523/jneurosci.16-13-04275.1996,3,1,0,1,0,604,3.2338
10.1016/s0149-7634(00)00037-3,3,2,0,2,0,62,4.0725
10.1016/s1364-6613(98)01258-3,3,1,0,1,0,106,2.559
10.1017/s0140525x00004003,3,2,0,2,0,145,3.9847
10.1016/s0896-6273(01)00279-3,3,2,0,2,0,371,3.5716
10.1016/s0165-3806(99)00027-9,3,1,0,1,0,51,2.6039
10.1038/81881,3,3,0,3,0,368,3.8314
10.1126/science.8036518,3,2,0,2,0,712,4.5173
10.1162/089892900562075,3,1,0,1,0,382,2.7757
10.1038/81756,3,3,0,3,0,493,4.2139
10.1016/0301-0511(84)90001-2,3,2,0,2,0,71,4.061
10.1126/science.1063049,3,1,0,1,0,392,2.7962
10.1126/science.118.3062.273,3,1,0,1,0,1778,8.5348
10.1016/0149-7634(85)90042-9,3,2,0,2,0,225,3.9404
10.1016/0166-4328(95)00024-n,3,2,0,2,0,316,3.9399
10.1016/0031-9384(95)02054-3,3,1,0,1,0,141,2.5457
10.1016/0166-4328(95)00218-9,3,1,0,1,0,146,2.5448
10.1006/nlme.1997.3809,3,1,0,1,0,118,2.5531
10.1016/0166-4328(95)00013-j,3,2,0,2,0,161,3.9726
10.1016/0031-9384(82)90268-2,3,2,0,2,0,85,4.044
10.1038/nature04286,3,3,0,3,0,1302,6.9821
10.1177/1073858406292647,3,3,0,3,0,434,3.7554
10.1017/s0140525x05000026,3,1,0,1,0,314,2.9454
10.1101/lm.80504,3,3,0,3,0,399,4.036
10.1053/smrv.2001.0164,3,1,0,1,0,266,2.9116
10.1016/j.cub.2006.05.024,3,1,0,1,0,283,2.9213
10.1038/nn1959,3,1,0,1,0,328,2.9589
10.1073/pnas.182178199,3,2,0,2,0,454,3.7904
10.1038/nature01930,3,4,0,4,0,791,5.1197
10.1101/lm.132106,3,1,0,1,0,321,2.952
10.1162/jocn.1997.9.4.534,3,3,0,3,0,750,5.1559
10.1016/j.biopsych.2006.03.061,3,1,0,1,0,233,2.8999
10.1073/pnas.0510198103,3,1,0,1,0,140,2.918
10.1016/j.cub.2004.01.027,3,1,0,1,0,333,2.9641
10.1016/j.bbr.2003.08.013,3,1,0,1,0,49,3.0072
10.1016/s0006-8993(00)03007-9,3,1,0,1,0,334,4.7551
10.1016/s0896-6273(03)00065-5,3,1,0,1,0,487,4.9609
10.1038/nature02663,3,1,0,1,0,1462,8.0803
10.1126/science.1099745,3,1,0,1,0,5307,26.3913
10.1038/300448a0,3,2,0,2,0,364,4.8194
10.1016/s0166-2236(00)01547-2,3,1,0,1,0,932,6.0981
10.1523/jneurosci.2725-04.2004,3,1,0,1,0,454,4.907
10.2741/1043,3,1,0,1,0,383,4.8085
10.1046/j.1365-2869.7.s1.3.x,3,2,0,2,0,395,4.6459
10.1073/pnas.0402820101,3,2,0,2,0,168,4.5385
10.1152/jn.00014.2006,3,2,0,2,0,288,5.2101
10.1523/jneurosci.5594-05.2006,3,2,0,2,0,192,5.2004
10.1523/jneurosci.22-24-10941.2002,3,1,0,1,0,508,4.9978
10.1016/j.neuron.2004.09.015,3,1,0,1,0,264,4.7003
10.1016/0166-4328(95)00002-b,3,1,0,1,0,186,4.7745
10.1016/0166-2236(90)90081-k,3,1,0,1,0,285,4.7256
10.1016/0166-4328(95)00014-k,3,1,0,1,0,111,4.8456
10.1016/s0959-4388(00)00079-9,3,2,0,2,0,281,4.5954
10.1126/science.172.3978.80,3,1,0,1,0,58,4.9128
10.1111/j.1365-2869.1994.tb00123.x,3,2,0,2,0,288,4.5842
10.1046/j.1365-2869.1999.00009.x,3,1,0,1,0,80,4.8833
10.1111/1469-8986.3650571,3,1,0,1,0,232,4.7453
10.1353/pbm.1974.0032,3,1,0,1,0,93,4.8669
10.1016/0031-9384(77)90138-x,3,1,0,1,0,60,4.91
10.2466/pms.1988.67.2.635,3,1,0,1,0,32,4.9507
10.1016/s0092-8674(00)81904-2,3,1,0,1,0,1005,5.343
10.1126/science.279.5349.338,3,1,0,1,0,240,2.7052
10.1101/sqb.1983.048.01.086,3,1,0,1,0,70,2.5765
10.1101/lm.4.3.291,3,1,0,1,0,288,2.7885
10.1016/0092-8674(94)90386-7,3,1,0,1,0,440,3.1619
10.1085/jgp.64.1.70,3,1,0,1,0,93,2.5777
10.1073/pnas.91.15.7041,3,2,0,2,0,758,5.0709
10.1126/science.7682336,3,1,0,1,0,453,3.2004
10.1126/science.6828885,3,1,0,1,0,321,2.8563
10.1073/pnas.85.7.2373,3,1,0,1,0,157,2.6082
10.1126/science.1585177,3,1,0,1,0,255,2.7292
10.1126/science.275.5302.969,3,1,0,1,0,93,2.5777
10.1523/jneurosci.18-01-00458.1998,3,1,0,1,0,84,2.5766
10.1016/0896-6273(95)90166-3,3,1,0,1,0,117,2.5844
10.1016/0092-8674(95)90213-9,3,1,0,1,0,474,3.2643
10.1073/pnas.58.3.1112,3,1,0,1,0,526,3.4314
10.1016/s0896-6273(00)80377-3,3,1,0,1,0,169,2.6183
10.1016/0092-8674(94)90400-6,3,1,0,1,0,1472,7.4915
10.1152/jn.1984.52.5.892,3,1,0,1,0,140,4.3825
10.1126/science.7444438,3,1,0,1,0,333,4.3072
10.1007/bf00234087,3,2,0,2,0,499,5.9829
10.1038/198540a0,3,1,0,1,0,217,4.3265
10.1002/cne.901380404,3,2,0,2,0,297,4.7077
10.1016/0301-0082(84)90023-6,3,2,0,2,0,387,5.9527
10.1016/0165-0173(83)90037-1,3,5,0,5,0,1053,5.8489
10.1016/0006-8993(79)90141-0,3,1,0,1,0,102,4.4225
10.1016/0306-4522(83)90100-8,3,1,0,1,0,146,4.377
10.1016/0006-8993(81)91203-8,3,1,0,1,0,67,4.4663
10.1016/0006-8993(83)90283-4,3,1,0,1,0,113,4.4101
10.1016/0010-440x(70)90017-9,3,1,0,1,0,18,4.5383
10.1016/0014-4886(69)90076-4,3,1,0,1,0,27,4.5242
10.1016/0304-3940(81)90080-x,3,1,0,1,0,38,4.5074
10.1152/jn.1984.51.5.1011,3,1,0,1,0,170,4.3567
10.1007/bf00716267,3,1,0,1,0,96,4.4295
10.1093/sleep/1.3.231,3,1,0,1,0,19,4.5368
10.1016/0006-8993(85)90584-0,3,1,0,1,0,14,4.5448
10.1016/0304-3940(88)90477-6,3,1,0,1,0,18,7.2903
10.1113/jphysiol.1985.sp015714,3,1,0,1,0,93,7.1989
10.1016/0304-3940(86)90466-0,3,1,0,1,0,25,7.281
10.1002/cne.901820508,3,1,0,1,0,733,7.2213
10.1016/0006-8993(88)90763-9,3,1,0,1,0,39,7.2628
10.1016/0013-4694(80)90160-1,3,1,0,1,0,95,7.1967
10.1038/330649a0,3,1,0,1,0,635,7.1238
10.1523/jneurosci.01-08-00876.1981,3,2,0,2,0,1568,8.3418
10.1038/290413a0,3,1,0,1,0,88,7.2044
10.1016/0014-4886(86)90129-9,3,1,0,1,0,16,7.293
10.1016/0306-4522(88)90127-3,3,1,0,1,0,24,7.2823
10.1016/0301-0082(86)90019-5,3,2,0,2,0,851,6.2593
10.1113/jphysiol.1983.sp014507,3,1,0,1,0,245,7.0722
10.1016/0006-8993(85)90257-4,3,1,0,1,0,143,7.1484
10.1016/0006-8993(87)90793-1,3,1,0,1,0,105,7.186
10.1016/0006-8993(89)91001-9,3,1,0,1,0,117,7.1736
10.1016/0006-8993(84)91356-8,3,1,0,1,0,48,7.2515
10.1037/h0024599,3,1,0,1,0,853,11.2783
10.1037/h0026470,3,1,0,1,0,526,10.6511
10.1037/h0061626,3,1,0,1,0,4347,24.7646
10.1016/0013-4694(69)90092-3,3,3,0,3,0,1537,10.2233
10.1016/0014-4886(67)90172-0,3,1,0,1,0,46,10.1537
10.1016/0006-8993(77)90550-9,3,1,0,1,0,161,4.6098
10.1007/bf00335349,3,1,0,1,0,173,4.6037
10.1016/0025-5564(78)90058-5,3,1,0,1,0,183,4.5992
10.1038/222960a0,3,1,0,1,0,759,5.2305
10.1126/science.6324350,3,1,0,1,0,221,4.5873
10.1002/cne.901440206,3,1,0,1,0,569,4.8424
10.1002/cne.901670303,3,1,0,1,0,742,5.1898
10.1016/0006-8993(80)90226-7,3,1,0,1,0,251,4.5835
10.1002/cne.901990405,3,1,0,1,0,256,4.5833
10.1152/jn.1981.46.5.952,3,1,0,1,0,134,4.6264
10.1016/0006-8993(81)90413-3,3,1,0,1,0,145,4.6191
10.1002/cne.902190304,3,1,0,1,0,94,4.6581
10.1016/0006-8993(85)91556-2,3,1,0,1,0,17,4.7427
10.1007/bf01258450,3,1,0,1,0,75,4.6761
10.1016/0006-8993(78)91113-7,3,1,0,1,0,65,4.6864
10.1113/jphysiol.1982.sp014255,3,1,0,1,0,417,4.652
10.1007/bf00236742,3,1,0,1,0,105,4.6485
10.1007/bf00238898,3,1,0,1,0,238,4.5845
10.1073/pnas.90.12.5718,3,2,0,2,0,352,2.4585
10.1016/0028-3932(90)90128-b,3,1,0,1,0,15,1.9718
10.1016/s0028-3932(97)00003-1,3,1,0,1,0,239,2.0142
10.1088/0954-898x_3_2_009,3,1,0,1,0,410,2.4293
10.1162/neco.1992.4.2.196,3,1,0,1,0,558,2.9492
10.1126/science.7134968,3,1,0,1,0,300,2.1318
10.1016/0042-6989(87)90011-3,3,2,0,2,0,393,2.3943
10.1113/jphysiol.1987.sp016474,3,1,0,1,0,62,1.9267
10.1016/s0042-6989(97)00121-1,3,1,0,1,0,1520,7.3482
10.1523/jneurosci.17-06-02112.1997,3,1,0,1,0,885,4.3383
10.1038/30875,3,1,0,1,0,84,1.9153
10.3758/bf03205010,3,1,0,1,0,147,1.9181
10.1523/jneurosci.13-05-01916.1993,3,1,0,1,0,202,1.963
10.1038/332446a0,3,1,0,1,0,265,2.0595
10.1152/jn.1991.65.2.178,3,1,0,1,0,125,1.9111
10.1523/jneurosci.10-04-01134.1990,3,1,0,1,0,239,2.0142
10.1016/0006-8993(92)90436-d,3,1,0,1,0,32,1.9523
10.1016/0166-4328(95)00032-1,3,1,0,1,0,173,1.9345
10.1152/jn.1991.65.4.841,3,1,0,1,0,28,1.9566
10.1016/0042-6989(92)90021-a,3,1,0,1,0,241,2.0174
10.1016/0042-6989(96)00036-3,3,1,0,1,0,159,1.503
10.1038/387401a0,3,1,0,1,0,594,2.3892
10.7551/mitpress/5295.003.0018,3,1,0,1,0,15,1.6685
10.1002/hbm.20158,3,1,0,1,0,179,1.5065
10.1016/s0042-6989(98)00113-8,3,1,0,1,0,305,1.6741
10.1523/jneurosci.13-03-01202.1993,3,1,0,1,0,1157,5.955
10.1016/s0896-6273(00)80593-0,3,1,0,1,0,1234,6.6354
10.2307/1419876,3,1,0,1,0,983,4.5214
10.1006/cbmr.1996.0014,3,1,0,1,0,9727,90.642
10.1006/nimg.1998.0395,3,1,0,1,0,9407,87.455
10.1002/mrm.10303,3,1,0,1,0,129,1.5105
10.1073/pnas.93.24.13494,3,1,0,1,0,790,3.2561
10.1073/pnas.022615199,3,1,0,1,0,367,1.8333
10.1038/369525a0,3,1,0,1,0,808,3.3626
10.1093/cercor/7.2.181,3,1,0,1,0,1303,7.2598
10.1167/4.10.4,3,1,0,1,0,117,1.5177
10.1016/0042-6989(95)00044-z,3,1,0,1,0,197,1.5154
10.1167/2.2.5,3,1,0,1,0,139,1.5063
10.1016/0042-6989(81)90017-1,3,1,0,1,0,209,1.5243
10.1146/annurev.psych.49.1.585,3,1,0,1,0,766,3.6857
10.1073/pnas.88.11.4966,3,1,0,1,0,808,3.8724
10.1163/156856896x00051,3,1,0,1,0,127,1.7819
10.1016/s0042-6989(99)00059-0,3,1,0,1,0,246,1.882
10.1523/jneurosci.13-01-00087.1993,3,1,0,1,0,933,4.4412
10.1152/jn.1992.67.5.1031,3,1,0,1,0,600,2.9809
10.1038/35087601,3,1,0,1,0,701,3.4027
10.1038/87470,3,1,0,1,0,285,1.9541
10.1152/jn.00690.2001,3,1,0,1,0,251,1.8902
10.1523/jneurosci.4442-03.2004,3,1,0,1,0,340,2.0833
10.1523/jneurosci.0457-06.2006,3,1,0,1,0,154,1.7875
10.1016/0042-6989(94)00141-8,3,1,0,1,0,104,1.7853
10.1038/nn1255,3,1,0,1,0,380,2.1945
10.1152/jn.1983.49.5.1127,3,2,0,2,0,1072,5.2776
10.1017/s095252380000715x,3,2,0,2,0,882,3.87
10.1523/jneurosci.08-06-02201.1988,3,3,0,3,0,1131,5.5223
10.1152/jn.2000.84.4.2166,3,1,0,1,0,110,1.4759
10.1523/jneurosci.14-06-03969.1994,3,1,0,1,0,504,2.5375
10.1007/bf00231732,3,1,0,1,0,268,1.7146
10.1152/jn.1992.68.3.945,3,2,0,2,0,212,1.7104
10.1523/jneurosci.2583-04.2004,3,1,0,1,0,98,1.4739
10.1016/s0028-3908(98)00033-1,3,1,0,1,0,1164,5.5899
10.1038/nn1209,3,2,0,2,0,585,2.9867
10.2307/1909829,3,1,0,1,0,1608,7.771
10.1152/jn.1996.75.3.1061,3,1,0,1,0,201,1.5691
10.1152/jn.1996.75.4.1673,3,1,0,1,0,375,2.0434
10.1152/jn.01014.2002,3,1,0,1,0,281,1.749
10.1007/bf00603975,3,1,0,1,0,36,1.5026
10.3758/bf03199951,3,1,0,1,0,738,3.5641
10.1037//0097-7403.2.4.313,3,1,0,1,0,12,1.5308
10.1016/j.neuron.2004.09.009,3,1,0,1,0,332,1.8998
10.1126/science.1077349,3,1,0,1,0,1479,7.1337
10.7551/mitpress/2302.001.0001,3,1,0,1,0,336,1.9125
10.1152/jn.2001.85.6.2477,3,1,0,1,0,197,1.5623
10.1093/cercor/10.3.263,3,1,0,1,0,266,1.7094
10.1152/jn.1989.61.4.814,3,1,0,1,0,342,1.932
10.1038/245150a0,3,1,0,1,0,87,1.4769
10.1111/j.1748-1716.2006.01579.x,3,1,0,1,0,92,1.4764
10.1007/bf00421027,3,1,0,1,0,19,1.5253
10.1126/science.8023166,3,1,0,1,0,344,1.9375
10.1093/brain/115.1.199,3,1,0,1,0,328,1.8862
10.1016/s0306-4522(98)00583-1,3,1,0,1,0,336,1.9116
10.1016/j.neuron.2005.05.020,3,3,0,3,0,994,4.3961
10.1016/s0165-0173(98)00019-8,3,2,0,2,0,2983,14.2615
10.1093/brain/111.2.323,3,1,0,1,0,406,2.153
10.1016/0166-2236(90)90058-i,3,1,0,1,0,327,1.8831
10.1126/science.112679,3,1,0,1,0,1186,5.6931
10.1073/pnas.80.14.4546,3,1,0,1,0,1403,6.7554
10.1523/jneurosci.12-11-04224.1992,3,1,0,1,0,558,2.7611
10.1523/jneurosci.17-12-04536.1997,3,1,0,1,0,229,1.6234
10.1016/0028-3932(89)90167-x,3,1,0,1,0,101,1.4767
10.1523/jneurosci.23-34-10827.2003,3,1,0,1,0,222,1.609
10.1046/j.1460-9568.2003.02849.x,3,1,0,1,0,49,1.4945
10.1016/0306-4522(84)90058-7,3,1,0,1,0,485,2.458
10.1016/0166-2236(95)80020-3,3,1,0,1,0,190,2.6321
10.1016/j.neuroscience.2005.06.038,3,1,0,1,0,51,2.7489
10.1038/nn1613,3,1,0,1,0,390,2.7831
10.1002/cne.10783,3,1,0,1,0,302,2.6713
10.1006/nlme.2000.4002,3,1,0,1,0,80,2.71
10.1523/jneurosci.21-09-03236.2001,3,1,0,1,0,161,2.6416
10.1016/s0896-6273(00)81056-9,3,1,0,1,0,908,4.3946
10.1016/s0149-7634(99)00072-x,3,1,0,1,0,539,3.1107
10.1016/j.physbeh.2004.02.004,3,1,0,1,0,800,3.9719
10.1016/0149-7634(94)00026-w,3,1,0,1,0,94,2.6939
10.1037/0735-7044.105.1.3,3,1,0,1,0,149,2.6479
10.1080/02699930302289,3,1,0,1,0,252,2.639
10.1037/0735-7044.103.1.36,3,1,0,1,0,186,2.6329
10.1186/1741-7007-3-4,3,2,0,2,0,232,1.6495
10.1016/s0091-3057(96)00240-7,3,1,0,1,0,99,2.6886
10.1007/pl00005773,3,1,0,1,0,134,1.5482
10.1016/j.tins.2006.12.003,3,1,0,1,0,223,1.5845
10.1016/j.tins.2006.03.002,3,1,0,1,0,455,2.1676
10.1037/1064-1297.1.1-4.101,3,1,0,1,0,43,1.6422
10.1016/j.pneurobio.2003.12.001,3,1,0,1,0,315,1.7467
10.1016/s0166-4328(01)00326-6,3,1,0,1,0,79,1.5899
10.1002/cne.902830108,3,1,0,1,0,64,1.6094
10.1016/0006-8993(85)91418-0,3,1,0,1,0,38,1.6509
10.1007/s00221-005-0114-y,3,1,0,1,0,38,1.6509
10.1523/jneurosci.20-22-08443.2000,3,1,0,1,0,314,1.7444
10.1016/j.tins.2007.03.001,3,1,0,1,0,672,3.0045
10.1046/j.0953-816x.2001.01485.x,3,1,0,1,0,296,1.7042
