DOI,Layer,Indegree,Direct,Freq,Citation_Count,Score
10.1038/80671,3,1,0,1,679,0.666491
10.1016/s0028-3932(01)00213-5,3,1,0,1,77,0.666322
10.1006/jmla.2002.2864,3,1,0,1,2715,0.662431
10.1038/79867,3,1,0,1,222,0.665222
10.1016/s0166-4328(01)00363-1,3,1,0,1,118,0.663016
10.1016/j.neuropsychologia.2005.01.001,3,1,0,1,208,0.666181
10.1523/jneurosci.20-15-05853.2000,3,1,0,1,189,0.664124
10.1002/hipo.10140,3,1,0,1,48,0.665495
10.1016/s0028-3932(00)00103-2,3,2,0,2,157,0.653841
10.1016/0014-4886(76)90055-8,3,1,0,1,1437,0.669683
10.1016/0014-4886(78)90096-1,3,1,0,2,204,0.666939
10.1016/0006-8993(78)90930-7,3,1,0,1,629,0.669854
10.1126/science.663646,3,1,0,1,701,0.665935
10.1037/h0077579,3,1,0,1,1685,0.667487
10.1016/0023-9690(81)90020-5,3,1,0,1,2054,0.666808
10.1037/h0077638,3,1,0,1,64,0.666178
10.1016/0031-9384(80)90109-2,3,1,0,1,12,0.667712
10.1007/bf00236646,3,1,0,1,120,0.668004
10.1126/science.168.3927.147,3,1,0,1,176,0.666806
10.1037/h0037649,3,2,0,2,424,0.652776
10.1038/273297a0,3,1,0,1,863,0.667421
10.1017/s0140525x00062713,3,1,0,1,1546,0.665192
10.1016/0028-3932(79)90042-3,3,1,0,1,697,0.669692
10.1162/jocn.1994.6.4.305,3,1,0,1,342,0.651675
10.1126/science.277.5324.376,3,1,0,1,1245,0.653351
10.1017/cbo9780511526817,3,1,0,1,1994,0.653138
10.1006/nlme.1998.3865,3,1,0,1,90,0.651917
10.1098/rstb.1997.0136,3,1,0,1,269,0.651306
10.1016/0028-3908(95)00099-r,3,1,0,1,52,0.651149
10.1016/s0028-3908(98)00139-7,3,1,0,1,291,0.650628
10.1126/science.2899909,3,1,0,1,970,0.651872
10.1016/0163-1047(93)90664-4,3,1,0,1,879,0.652435
10.1111/j.1471-4159.1977.tb10649.x,3,1,0,1,4984,0.654706
10.1016/0006-8993(94)91809-0,3,1,0,1,29,0.651943
10.1101/lm.1.3.203,3,1,0,1,70,0.652179
10.1016/s0092-8674(00)80897-1,3,1,0,1,283,0.651585
10.1146/annurev.pa.13.040173.001305,3,1,0,1,233,0.651787
10.1073/pnas.93.9.4016,3,1,0,1,42,0.65137
10.1038/31371,3,1,0,1,225,0.650738
10.1016/s0896-6273(00)80607-8,3,1,0,1,55,0.65162
10.1101/lm.6.2.77,3,1,0,1,202,0.651607
10.1001/archneurpsyc.1958.02340050003001,3,1,0,1,642,0.651134
10.1016/0278-2626(88)90030-9,3,1,0,1,30,0.650838
10.1017/s0033291700025897,3,1,0,1,63,0.651427
10.1523/jneurosci.16-16-05233.1996,3,1,0,1,610,0.651381
10.1126/science.1109228,3,1,0,1,240,0.650423
10.1016/0959-4388(95)80023-9,3,1,0,1,1012,0.653021
10.1038/nrn726,3,1,0,1,492,0.650751
10.1037/0735-7044.107.6.899,3,1,0,1,139,0.651736
10.1146/annurev.neuro.27.070203.144130,3,3,0,3,2154,0.683331
10.1016/s0091-6773(74)92231-7,3,1,0,1,709,0.651073
10.1002/hipo.20005,3,1,0,1,103,0.651869
10.1002/hipo.20057,3,1,0,1,58,0.650828
10.1111/j.1749-6632.1985.tb37637.x,3,1,0,1,33,0.651686
10.1016/s0959-4388(97)80010-4,3,1,0,1,1380,0.65099
10.1001/archneur.1979.00500400065010,3,1,0,1,268,0.662559
10.1016/0028-3932(74)90014-1,3,1,0,1,72,0.665461
10.1126/science.7414331,3,1,0,1,1502,0.66398
10.1016/0028-3932(81)90064-6,3,1,0,1,118,0.664111
10.1016/0028-3932(68)90024-9,3,1,0,1,447,0.66706
10.3758/bf03334277,3,1,0,1,491,0.664566
10.1037/h0034760,3,1,0,1,29,0.664475
10.1097/00005053-198106000-00009,3,1,0,1,48,0.662678
10.1093/brain/102.4.749,3,1,0,1,299,0.661728
10.1016/0028-3932(75)90013-5,3,1,0,1,230,0.665865
10.1016/s0022-5371(79)90255-x,3,1,0,1,132,0.66493
10.1016/0028-3932(80)90059-7,3,1,0,1,50,0.665861
10.1093/brain/94.4.661,3,1,0,1,157,0.663011
10.1007/978-1-4684-7890-7_2,3,1,0,1,35,0.663925
10.1016/0028-3932(82)90026-4,3,1,0,1,130,0.660515
10.1212/wnl.24.6.527,3,1,0,1,71,0.664091
10.1146/annurev.ne.05.030182.001325,3,1,0,1,422,0.662653
10.1016/s0163-1047(79)90841-0,3,1,0,1,61,0.661484
10.1002/ana.410060607,3,1,0,1,229,0.662694
10.1002/hipo.10215,3,1,0,1,287,0.651338
10.1016/j.neuroimage.2004.08.007,3,1,0,1,222,0.651203
10.1017/s0140525x99002034,3,1,0,1,1387,0.652821
10.1093/brain/123.4.800,3,1,0,1,174,0.650951
10.1093/brain/122.9.1613,3,1,0,1,631,0.650837
10.1093/cercor/6.6.823,3,1,0,1,506,0.652279
10.1076/jcen.20.6.807.1114,3,1,0,1,100,0.650663
10.1016/s0896-6273(03)00156-9,3,1,0,1,133,0.651677
10.1016/0028-3932(93)90072-8,3,1,0,1,28,0.652053
10.1037/0894-4105.18.3.418,3,1,0,1,200,0.651229
10.1016/s0028-3932(97)00161-9,3,1,0,1,400,0.651271
10.1016/0278-2626(88)90038-3,3,1,0,1,54,0.65244
10.1080/02724980244000224,3,1,0,1,98,0.652137
10.1098/rstb.2001.0948,3,1,0,1,277,0.652483
10.1080/096582196388906,3,1,0,1,356,0.652282
10.1162/08989290051137585,3,1,0,1,2544,0.653268
10.1016/0028-3932(95)00108-5,3,1,0,1,55,0.652098
10.1016/0028-3932(83)90039-8,3,1,0,1,245,0.652107
10.3758/bf03195869,3,1,0,1,192,0.660904
10.1080/096582199387805,3,1,0,1,134,0.661978
10.1162/0898929042568578,3,1,0,1,292,0.664355
10.1016/j.neuropsychologia.2006.05.023,3,1,0,1,1011,0.661212
10.1098/rstb.2001.0944,3,1,0,1,402,0.665701
10.1098/rstb.2005.1631,3,1,0,1,986,0.659114
10.1016/j.neuroimage.2005.09.025,3,1,0,1,113,0.66569
10.1037/0033-295x.107.2.261,3,1,0,1,2710,0.662079
10.1016/j.neulet.2006.07.075,3,1,0,1,14,0.661097
10.1016/j.neuropsychologia.2004.02.014,3,1,0,1,272,0.666284
10.3758/cabn.3.3.234,3,1,0,1,107,0.662868
10.1162/08989290051137468,3,1,0,1,283,0.662345
10.1073/pnas.081082698,3,1,0,1,258,0.66092
10.1093/brain/awl093,3,1,0,1,215,0.664811
10.1093/brain/124.6.1156,3,1,0,1,211,0.665205
10.1073/pnas.071043098,3,1,0,1,2389,0.662071
10.1162/08989290260138672,3,1,0,1,1198,0.659324
10.1111/j.1745-6916.2006.00017.x,3,1,0,1,262,0.66499
10.1016/j.brainres.2006.01.061,3,1,0,1,35,0.66099
10.1523/jneurosci.16-13-04275.1996,3,1,0,1,604,0.666695
10.1016/s0149-7634(00)00037-3,3,2,0,2,62,0.676483
10.1016/s1364-6613(98)01258-3,3,1,0,1,106,0.6474
10.1017/s0140525x00004003,3,2,0,2,145,0.676115
10.1016/s0896-6273(01)00279-3,3,2,0,2,371,0.65456
10.1016/s0165-3806(99)00027-9,3,1,0,1,51,0.648522
10.1038/81881,3,3,0,3,368,0.659011
10.1126/science.8036518,3,2,0,2,712,0.675643
10.1162/089892900562075,3,1,0,1,382,0.647839
10.1038/81756,3,3,0,3,493,0.676501
10.1016/0301-0511(84)90001-2,3,2,0,2,71,0.675103
10.1126/science.1063049,3,1,0,1,392,0.647086
10.1126/science.118.3062.273,3,1,0,1,1778,0.648887
10.1016/0149-7634(85)90042-9,3,2,0,2,225,0.677334
10.1016/0166-4328(95)00024-n,3,2,0,2,316,0.675962
10.1016/0031-9384(95)02054-3,3,1,0,1,141,0.648148
10.1016/0166-4328(95)00218-9,3,1,0,1,146,0.648428
10.1006/nlme.1997.3809,3,1,0,1,118,0.648807
10.1016/0166-4328(95)00013-j,3,2,0,2,161,0.675759
10.1016/0031-9384(82)90268-2,3,2,0,2,85,0.674888
10.1038/nature04286,3,3,0,3,1302,0.671663
10.1177/1073858406292647,3,3,0,3,434,0.659048
10.1017/s0140525x05000026,3,1,0,1,314,0.675906
10.1101/lm.80504,3,3,0,3,399,0.656595
10.1053/smrv.2001.0164,3,1,0,1,266,0.677628
10.1016/j.cub.2006.05.024,3,1,0,1,283,0.675556
10.1038/nn1959,3,1,0,1,328,0.676825
10.1073/pnas.182178199,3,2,0,2,454,0.66754
10.1038/nature01930,3,4,0,4,791,0.651103
10.1101/lm.132106,3,1,0,1,321,0.677984
10.1162/jocn.1997.9.4.534,3,3,0,3,750,0.670101
10.1016/j.biopsych.2006.03.061,3,1,0,1,233,0.675879
10.1073/pnas.0510198103,3,1,0,1,140,0.677934
10.1016/j.cub.2004.01.027,3,1,0,1,333,0.67732
10.1016/j.bbr.2003.08.013,3,1,0,1,49,0.675954
10.1016/s0006-8993(00)03007-9,3,1,0,1,334,0.685814
10.1016/s0896-6273(03)00065-5,3,1,0,1,487,0.68491
10.1038/nature02663,3,1,0,1,1462,0.686355
10.1126/science.1099745,3,1,0,1,5307,0.686581
10.1038/300448a0,3,2,0,2,364,0.67918
10.1016/s0166-2236(00)01547-2,3,1,0,1,932,0.685129
10.1523/jneurosci.2725-04.2004,3,1,0,1,454,0.684229
10.2741/1043,3,1,0,1,383,0.684968
10.1046/j.1365-2869.7.s1.3.x,3,2,0,2,395,0.671397
10.1073/pnas.0402820101,3,2,0,2,168,0.669405
10.1152/jn.00014.2006,3,2,0,2,288,0.69937
10.1523/jneurosci.5594-05.2006,3,2,0,2,192,0.700205
10.1523/jneurosci.22-24-10941.2002,3,1,0,1,508,0.684138
10.1016/j.neuron.2004.09.015,3,1,0,1,264,0.685324
10.1016/0166-4328(95)00002-b,3,1,0,1,186,0.738537
10.1016/0166-2236(90)90081-k,3,1,0,1,285,0.738912
10.1016/0166-4328(95)00014-k,3,1,0,1,111,0.738973
10.1016/s0959-4388(00)00079-9,3,2,0,2,281,0.712464
10.1126/science.172.3978.80,3,1,0,1,58,0.741048
10.1111/j.1365-2869.1994.tb00123.x,3,2,0,2,288,0.718718
10.1046/j.1365-2869.1999.00009.x,3,1,0,1,80,0.738337
10.1111/1469-8986.3650571,3,1,0,1,232,0.741425
10.1353/pbm.1974.0032,3,1,0,1,93,0.737281
10.1016/0031-9384(77)90138-x,3,1,0,1,60,0.738267
10.2466/pms.1988.67.2.635,3,1,0,1,32,0.742178
10.1016/s0092-8674(00)81904-2,3,1,0,1,1005,0.663782
10.1126/science.279.5349.338,3,1,0,1,240,0.663005
10.1101/sqb.1983.048.01.086,3,1,0,1,70,0.661845
10.1101/lm.4.3.291,3,1,0,1,288,0.661369
10.1016/0092-8674(94)90386-7,3,1,0,1,440,0.665049
10.1085/jgp.64.1.70,3,1,0,1,93,0.664204
10.1073/pnas.91.15.7041,3,2,0,2,758,0.670707
10.1126/science.7682336,3,1,0,1,453,0.663535
10.1126/science.6828885,3,1,0,1,321,0.665687
10.1073/pnas.85.7.2373,3,1,0,1,157,0.664844
10.1126/science.1585177,3,1,0,1,255,0.664086
10.1126/science.275.5302.969,3,1,0,1,93,0.667475
10.1523/jneurosci.18-01-00458.1998,3,1,0,1,84,0.660374
10.1016/0896-6273(95)90166-3,3,1,0,1,117,0.664235
10.1016/0092-8674(95)90213-9,3,1,0,1,474,0.667718
10.1073/pnas.58.3.1112,3,1,0,1,526,0.6617
10.1016/s0896-6273(00)80377-3,3,1,0,1,169,0.663147
10.1016/0092-8674(94)90400-6,3,1,0,1,1472,0.662368
10.1152/jn.1984.52.5.892,3,1,0,1,140,0.69772
10.1126/science.7444438,3,1,0,1,333,0.698156
10.1007/bf00234087,3,2,0,2,499,0.732719
10.1038/198540a0,3,1,0,1,217,0.697897
10.1002/cne.901380404,3,2,0,2,297,0.688365
10.1016/0301-0082(84)90023-6,3,2,0,2,387,0.732284
10.1016/0165-0173(83)90037-1,3,5,0,5,1053,0.662963
10.1016/0006-8993(79)90141-0,3,1,0,1,102,0.698219
10.1016/0306-4522(83)90100-8,3,1,0,1,146,0.698675
10.1016/0006-8993(81)91203-8,3,1,0,1,67,0.698282
10.1016/0006-8993(83)90283-4,3,1,0,1,113,0.698261
10.1016/0010-440x(70)90017-9,3,1,0,1,18,0.698094
10.1016/0014-4886(69)90076-4,3,1,0,1,27,0.69859
10.1016/0304-3940(81)90080-x,3,1,0,1,38,0.697597
10.1152/jn.1984.51.5.1011,3,1,0,1,170,0.697868
10.1007/bf00716267,3,1,0,1,96,0.698081
10.1093/sleep/1.3.231,3,1,0,1,19,0.69816
10.1016/0006-8993(85)90584-0,3,1,0,1,14,0.698045
10.1016/0304-3940(88)90477-6,3,1,0,1,18,0.822459
10.1113/jphysiol.1985.sp015714,3,1,0,1,93,0.814418
10.1016/0304-3940(86)90466-0,3,1,0,1,25,0.825119
10.1002/cne.901820508,3,1,0,1,733,0.818649
10.1016/0006-8993(88)90763-9,3,1,0,1,39,0.820516
10.1016/0013-4694(80)90160-1,3,1,0,1,95,0.818647
10.1038/330649a0,3,1,0,1,635,0.82282
10.1523/jneurosci.01-08-00876.1981,3,2,0,2,1568,0.715641
10.1038/290413a0,3,1,0,1,88,0.819144
10.1016/0014-4886(86)90129-9,3,1,0,1,16,0.818468
10.1016/0306-4522(88)90127-3,3,1,0,1,24,0.82438
10.1016/0301-0082(86)90019-5,3,2,0,2,851,0.718454
10.1113/jphysiol.1983.sp014507,3,1,0,1,245,0.822342
10.1016/0006-8993(85)90257-4,3,1,0,1,143,0.821669
10.1016/0006-8993(87)90793-1,3,1,0,1,105,0.818836
10.1016/0006-8993(89)91001-9,3,1,0,1,117,0.813757
10.1016/0006-8993(84)91356-8,3,1,0,1,48,0.822887
10.1037/h0024599,3,1,0,1,853,0.68141
10.1037/h0026470,3,1,0,1,526,0.681384
10.1037/h0061626,3,1,0,1,4347,0.683484
10.1016/0013-4694(69)90092-3,3,3,0,3,1537,0.686766
10.1016/0014-4886(67)90172-0,3,1,0,1,46,0.680041
10.1016/0006-8993(77)90550-9,3,1,0,1,161,0.718437
10.1007/bf00335349,3,1,0,1,173,0.717283
10.1016/0025-5564(78)90058-5,3,1,0,1,183,0.716317
10.1038/222960a0,3,1,0,1,759,0.717576
10.1126/science.6324350,3,1,0,1,221,0.715671
10.1002/cne.901440206,3,1,0,1,569,0.716792
10.1002/cne.901670303,3,1,0,1,742,0.715204
10.1016/0006-8993(80)90226-7,3,1,0,1,251,0.717001
10.1002/cne.901990405,3,1,0,1,256,0.715996
10.1152/jn.1981.46.5.952,3,1,0,1,134,0.717101
10.1016/0006-8993(81)90413-3,3,1,0,1,145,0.716521
10.1002/cne.902190304,3,1,0,1,94,0.716634
10.1016/0006-8993(85)91556-2,3,1,0,1,17,0.717087
10.1007/bf01258450,3,1,0,1,75,0.716875
10.1016/0006-8993(78)91113-7,3,1,0,1,65,0.718221
10.1113/jphysiol.1982.sp014255,3,1,0,1,417,0.716754
10.1007/bf00236742,3,1,0,1,105,0.716251
10.1007/bf00238898,3,1,0,1,238,0.715939
10.1073/pnas.90.12.5718,3,2,0,2,352,0.670009
10.1016/0028-3932(90)90128-b,3,1,0,1,15,0.666001
10.1016/s0028-3932(97)00003-1,3,1,0,1,239,0.666025
10.1088/0954-898x_3_2_009,3,1,0,1,410,0.665848
10.1162/neco.1992.4.2.196,3,1,0,1,558,0.667392
10.1126/science.7134968,3,1,0,1,300,0.665984
10.1016/0042-6989(87)90011-3,3,2,0,2,393,0.672237
10.1113/jphysiol.1987.sp016474,3,1,0,1,62,0.665936
10.1016/s0042-6989(97)00121-1,3,1,0,1,1520,0.66729
10.1523/jneurosci.17-06-02112.1997,3,1,0,1,885,0.664148
10.1038/30875,3,1,0,1,84,0.663982
10.3758/bf03205010,3,1,0,1,147,0.665481
10.1523/jneurosci.13-05-01916.1993,3,1,0,1,202,0.666729
10.1038/332446a0,3,1,0,1,265,0.667438
10.1152/jn.1991.65.2.178,3,1,0,1,125,0.666375
10.1523/jneurosci.10-04-01134.1990,3,1,0,1,239,0.666299
10.1016/0006-8993(92)90436-d,3,1,0,1,32,0.665874
10.1016/0166-4328(95)00032-1,3,1,0,1,173,0.666772
10.1152/jn.1991.65.4.841,3,1,0,1,28,0.668235
10.1016/0042-6989(92)90021-a,3,1,0,1,241,0.666635
10.1016/0042-6989(96)00036-3,3,1,0,1,159,0.665523
10.1038/387401a0,3,1,0,1,594,0.665759
10.7551/mitpress/5295.003.0018,3,1,0,1,15,0.669835
10.1002/hbm.20158,3,1,0,1,179,0.669698
10.1016/s0042-6989(98)00113-8,3,1,0,1,305,0.666222
10.1523/jneurosci.13-03-01202.1993,3,1,0,1,1157,0.666878
10.1016/s0896-6273(00)80593-0,3,1,0,1,1234,0.67016
10.2307/1419876,3,1,0,1,983,0.669126
10.1006/cbmr.1996.0014,3,1,0,1,9727,0.662991
10.1006/nimg.1998.0395,3,1,0,1,9407,0.662983
10.1002/mrm.10303,3,1,0,1,129,0.669749
10.1073/pnas.93.24.13494,3,1,0,1,790,0.668994
10.1073/pnas.022615199,3,1,0,1,367,0.67007
10.1038/369525a0,3,1,0,1,808,0.666909
10.1093/cercor/7.2.181,3,1,0,1,1303,0.668215
10.1167/4.10.4,3,1,0,1,117,0.666259
10.1016/0042-6989(95)00044-z,3,1,0,1,197,0.670204
10.1167/2.2.5,3,1,0,1,139,0.668666
10.1016/0042-6989(81)90017-1,3,1,0,1,209,0.668825
10.1146/annurev.psych.49.1.585,3,1,0,1,766,0.668314
10.1073/pnas.88.11.4966,3,1,0,1,808,0.669816
10.1163/156856896x00051,3,1,0,1,127,0.667354
10.1016/s0042-6989(99)00059-0,3,1,0,1,246,0.67159
10.1523/jneurosci.13-01-00087.1993,3,1,0,1,933,0.66747
10.1152/jn.1992.67.5.1031,3,1,0,1,600,0.668127
10.1038/35087601,3,1,0,1,701,0.664899
10.1038/87470,3,1,0,1,285,0.670734
10.1152/jn.00690.2001,3,1,0,1,251,0.665614
10.1523/jneurosci.4442-03.2004,3,1,0,1,340,0.663938
10.1523/jneurosci.0457-06.2006,3,1,0,1,154,0.664109
10.1016/0042-6989(94)00141-8,3,1,0,1,104,0.667417
10.1038/nn1255,3,1,0,1,380,0.66652
10.1152/jn.1983.49.5.1127,3,2,0,2,1072,0.656169
10.1017/s095252380000715x,3,2,0,2,882,0.669758
10.1523/jneurosci.08-06-02201.1988,3,3,0,3,1131,0.67542
10.1152/jn.2000.84.4.2166,3,1,0,1,110,0.66167
10.1523/jneurosci.14-06-03969.1994,3,1,0,1,504,0.665559
10.1007/bf00231732,3,1,0,1,268,0.669944
10.1152/jn.1992.68.3.945,3,2,0,2,212,0.669309
10.1523/jneurosci.2583-04.2004,3,1,0,1,98,0.667174
10.1016/s0028-3908(98)00033-1,3,1,0,1,1164,0.666964
10.1038/nn1209,3,2,0,2,585,0.668284
10.2307/1909829,3,1,0,1,1608,0.665932
10.1152/jn.1996.75.3.1061,3,1,0,1,201,0.666645
10.1152/jn.1996.75.4.1673,3,1,0,1,375,0.665554
10.1152/jn.01014.2002,3,1,0,1,281,0.665921
10.1007/bf00603975,3,1,0,1,36,0.667995
10.3758/bf03199951,3,1,0,1,738,0.668951
10.1037//0097-7403.2.4.313,3,1,0,1,12,0.669606
10.1016/j.neuron.2004.09.009,3,1,0,1,332,0.664265
10.1126/science.1077349,3,1,0,1,1479,0.666616
10.7551/mitpress/2302.001.0001,3,1,0,1,336,0.66957
10.1152/jn.2001.85.6.2477,3,1,0,1,197,0.666412
10.1093/cercor/10.3.263,3,1,0,1,266,0.668799
10.1152/jn.1989.61.4.814,3,1,0,1,342,0.667285
10.1038/245150a0,3,1,0,1,87,0.665119
10.1111/j.1748-1716.2006.01579.x,3,1,0,1,92,0.666012
10.1007/bf00421027,3,1,0,1,19,0.668314
10.1126/science.8023166,3,1,0,1,344,0.667811
10.1093/brain/115.1.199,3,1,0,1,328,0.669958
10.1016/s0306-4522(98)00583-1,3,1,0,1,336,0.666438
10.1016/j.neuron.2005.05.020,3,3,0,3,994,0.674342
10.1016/s0165-0173(98)00019-8,3,2,0,2,2983,0.652912
10.1093/brain/111.2.323,3,1,0,1,406,0.666451
10.1016/0166-2236(90)90058-i,3,1,0,1,327,0.66999
10.1126/science.112679,3,1,0,1,1186,0.667836
10.1073/pnas.80.14.4546,3,1,0,1,1403,0.666321
10.1523/jneurosci.12-11-04224.1992,3,1,0,1,558,0.66705
10.1523/jneurosci.17-12-04536.1997,3,1,0,1,229,0.666826
10.1016/0028-3932(89)90167-x,3,1,0,1,101,0.669188
10.1523/jneurosci.23-34-10827.2003,3,1,0,1,222,0.671813
10.1046/j.1460-9568.2003.02849.x,3,1,0,1,49,0.669053
10.1016/0306-4522(84)90058-7,3,1,0,1,485,0.665759
10.1016/0166-2236(95)80020-3,3,1,0,1,190,0.654814
10.1016/j.neuroscience.2005.06.038,3,1,0,1,51,0.654314
10.1038/nn1613,3,1,0,1,390,0.655039
10.1002/cne.10783,3,1,0,1,302,0.654524
10.1006/nlme.2000.4002,3,1,0,1,80,0.655907
10.1523/jneurosci.21-09-03236.2001,3,1,0,1,161,0.655989
10.1016/s0896-6273(00)81056-9,3,1,0,1,908,0.655328
10.1016/s0149-7634(99)00072-x,3,1,0,1,539,0.65443
10.1016/j.physbeh.2004.02.004,3,1,0,1,800,0.655188
10.1016/0149-7634(94)00026-w,3,1,0,1,94,0.654204
10.1037/0735-7044.105.1.3,3,1,0,1,149,0.654792
10.1080/02699930302289,3,1,0,1,252,0.65421
10.1037/0735-7044.103.1.36,3,1,0,1,186,0.654906
10.1186/1741-7007-3-4,3,2,0,2,232,0.655579
10.1016/s0091-3057(96)00240-7,3,1,0,1,99,0.654822
10.1007/pl00005773,3,1,0,1,134,0.664478
10.1016/j.tins.2006.12.003,3,1,0,1,223,0.665168
10.1016/j.tins.2006.03.002,3,1,0,1,455,0.66412
10.1037/1064-1297.1.1-4.101,3,1,0,1,43,0.665617
10.1016/j.pneurobio.2003.12.001,3,1,0,1,315,0.662325
10.1016/s0166-4328(01)00326-6,3,1,0,1,79,0.667026
10.1002/cne.902830108,3,1,0,1,64,0.664907
10.1016/0006-8993(85)91418-0,3,1,0,1,38,0.666451
10.1007/s00221-005-0114-y,3,1,0,1,38,0.66476
10.1523/jneurosci.20-22-08443.2000,3,1,0,1,314,0.665125
10.1016/j.tins.2007.03.001,3,1,0,1,672,0.664303
10.1046/j.0953-816x.2001.01485.x,3,1,0,1,296,0.663974
10.1016/0166-2236(90)90109-n,3,1,0,1,583,0.66748
10.1046/j.1460-9568.2003.02415.x,3,1,0,1,57,0.66362
10.1016/j.neuroscience.2006.01.030,3,1,0,1,77,0.664486
10.1002/cne.21202,3,1,0,1,34,0.665684
10.1146/annurev.neuro.21.1.149,3,1,0,1,1569,0.665302
10.1146/annurev.neuro.23.1.393,3,1,0,1,951,0.667313
10.1146/annurev.ne.10.030187.000435,3,1,0,1,415,0.66304
10.1016/0306-4522(96)00132-7,3,1,0,1,38,0.667728
10.1016/0306-4522(91)90003-7,3,1,0,1,303,0.666691
10.1038/1124,3,1,0,1,861,0.664897
10.1146/annurev.neuro.23.1.473,3,1,0,1,1066,0.666854
10.1046/j.1471-4159.1997.68020691.x,3,1,0,1,74,0.665338
10.1037/0735-7044.110.5.905,3,1,0,1,70,0.664742
10.1523/jneurosci.20-22-j0003.2000,3,1,0,1,294,0.664736
10.1523/jneurosci.18-04-01270.1998,3,1,0,1,138,0.668208
10.1126/science.290.5491.533,3,1,0,1,826,0.666436
10.1126/science.279.5357.1714,3,1,0,1,994,0.664232
10.1016/0166-2236(82)90219-3,3,1,0,1,164,0.667914
10.1016/s0896-6273(00)80821-1,3,1,0,1,1913,0.665114
10.1126/science.252.5009.1177,3,1,0,1,704,0.665293
10.1038/383621a0,3,1,0,1,538,0.664236
10.1016/0006-8993(86)91290-4,3,1,0,1,61,0.66825
10.1038/nn1587,3,1,0,1,278,0.663245
10.1146/annurev.neuro.22.1.241,3,1,0,1,381,0.662955
10.1146/annurev.neuro.26.010302.081134,3,1,0,1,227,0.66312
10.1038/nrn1058,3,1,0,1,478,0.665097
10.1093/cercor/4.3.247,3,1,0,1,122,0.665813
10.1523/jneurosci.12-06-02331.1992,3,1,0,1,467,0.667792
10.1523/jneurosci.23-02-00632.2003,3,1,0,1,224,0.661
10.1152/jn.2001.86.4.1916,3,1,0,1,1426,0.661875
10.1146/annurev.neuro.26.041002.131052,3,1,0,1,779,0.662022
10.1017/s0952523800010269,3,1,0,1,478,0.661801
10.1038/nn1094,3,1,0,1,185,0.663567
10.1111/1467-9280.00067,3,1,0,1,1052,0.664504
10.1093/cercor/bhg097,3,1,0,1,485,0.66294
10.1093/ietfec/e88-a.10.2496,3,1,0,1,15,0.663576
10.1037/0033-295x.111.2.333,3,1,0,1,842,0.660596
10.1152/jn.1967.30.1.35,3,1,0,1,248,0.664549
10.1038/355542a0,3,1,0,1,233,0.665068
10.1038/366467a0,3,1,0,1,318,0.663545
10.1038/37975,3,2,0,2,277,0.668294
10.1523/jneurosci.18-17-07015.1998,3,1,0,1,322,0.662093
10.1016/s0166-4115(08)61370-9,3,1,0,1,25,0.667651
10.1016/0010-0277(94)90026-4,3,1,0,1,60,0.66369
10.1901/jeab.1961.4-267,3,1,0,1,1682,0.661584
10.1037/0033-2909.83.6.1131,3,1,0,1,203,0.667472
10.1037/0033-295x.85.5.436,3,1,0,1,130,0.664932
10.1086/409852,3,1,0,1,2188,0.665878
10.1017/cbo9780511809477,3,1,0,1,6966,0.660885
10.1016/b978-0-12-662650-6.50011-8,3,1,0,1,166,0.66355
10.1146/annurev.es.02.110171.002101,3,1,0,1,2324,0.662557
10.1101/sqb.1990.055.01.068,3,1,0,1,145,0.664345
10.1038/35135,3,1,0,1,807,0.66556
10.1073/pnas.93.2.628,3,1,0,1,552,0.664794
10.1007/bf00271862,3,1,0,1,760,0.664818
10.1038/386167a0,3,1,0,1,867,0.665745
10.1002/cphy.cp010512,3,1,0,1,78,0.650968
10.1007/bf00248552,3,1,0,1,199,0.651658
10.1016/0959-4388(93)90206-e,3,1,0,1,234,0.650387
10.1016/s0010-9452(13)80188-8,3,1,0,1,66,0.651231
10.1159/000210464,3,1,0,1,449,0.652134
10.1126/science.285.5425.257,3,1,0,1,551,0.651204
10.1152/jn.2001.85.2.539,3,1,0,1,80,0.651332
10.1152/jn.2000.83.4.2374,3,1,0,1,132,0.651617
10.1038/381697a0,3,1,0,1,202,0.651305
10.1212/wnl.50.5.1253,3,1,0,1,446,0.65201
10.1152/jn.1996.76.3.1457,3,1,0,1,78,0.651207
10.1126/science.273.5281.1544,3,1,0,1,179,0.651324
10.1038/416632a,3,1,0,1,506,0.651181
10.1152/jn.1981.46.4.755,3,1,0,1,601,0.650945
10.1007/s002210050890,3,1,0,1,53,0.651272
10.1152/jn.1998.79.6.2919,3,1,0,1,523,0.651329
10.1038/10223,3,1,0,1,894,0.651402
10.1038/383618a0,3,1,0,1,315,0.651099
10.1016/s0896-6273(00)00073-8,3,1,0,1,115,0.651956
10.1002/cne.902320403,3,1,0,1,236,0.678685
10.1523/jneurosci.10-04-01176.1990,3,1,0,1,467,0.678985
10.1146/annurev.neuro.20.1.303,3,1,0,1,1031,0.678325
10.1093/oso/9780198542841.003.0020,3,1,0,1,13,0.678929
10.1523/jneurosci.11-01-00168.1991,3,2,0,2,440,0.661485
10.1152/jn.1991.66.3.1095,3,1,0,1,340,0.678849
10.1152/jn.1991.66.3.1109,3,1,0,1,309,0.678372
10.1016/0028-3932(86)90075-8,3,1,0,1,280,0.677786
