DOI,Layer,Indegree,Direct,Freq,Citation_Count,Score
10.1016/0006-8993(67)90166-7,3,1,0,1,1484,0.660161
10.1016/0006-8993(73)90782-8,3,1,0,1,47,0.658939
10.1002/cne.901630106,3,1,0,1,525,0.659317
10.1113/jphysiol.1977.sp011863,3,1,0,1,482,0.660653
10.1002/ar.1091580313,3,1,0,1,36,0.659567
10.1016/0014-4886(73)90040-x,3,1,0,1,91,0.658784
10.1002/cne.901280104,3,1,0,1,340,0.659037
10.1002/cne.901440106,3,1,0,1,251,0.659751
10.1007/bf00335403,3,1,0,1,97,0.659295
10.1002/cne.901390403,3,1,0,1,233,0.659675
10.1152/jn.1972.35.4.518,3,1,0,1,264,0.658986
10.1090/trans2/017/10,3,1,0,1,224,0.692879
10.1016/b978-0-934613-41-5.50014-3,3,3,0,3,104,0.66443
10.1007/bf00317987,3,3,0,3,19,0.665701
10.3758/bf03205056,3,2,0,2,51,0.655413
10.1016/0166-4328(86)90092-6,3,2,0,2,73,0.656815
10.21236/ada164453,3,2,0,2,2857,0.656997
10.21236/ad0241531,3,2,0,2,1111,0.657365
10.1016/s0019-9958(77)90354-0,3,3,0,3,103,0.666815
10.1162/neco.1989.1.1.1,3,2,0,2,334,0.663152
10.1145/76359.76371,3,3,0,3,1124,0.66615
10.1016/0004-3702(74)90027-7,3,1,0,1,19,0.659088
10.1016/0004-3702(88)90076-8,3,1,0,1,53,0.660283
10.1214/aoms/1177729586,3,3,0,3,6137,0.657878
10.1147/rd.116.0601,3,1,0,1,441,0.658985
10.1137/1116025,3,3,0,3,2062,0.665711
10.1109/proc.1976.10286,3,1,0,1,1218,0.660416
10.1287/mnsc.23.8.853,3,1,0,1,10,0.659363
10.1023/a:1020281327116,3,1,0,1,1560,0.668003
10.1007/bf00992696,3,1,0,1,3438,0.661986
10.1109/robot.2007.363633,3,1,0,1,13,0.665751
10.1109/robot.2002.1014739,3,2,0,2,490,0.668571
10.1016/j.robot.2004.03.003,3,1,0,1,313,0.666497
10.1109/iros.2005.1545257,3,1,0,1,31,0.667897
10.1109/iros.2006.282564,3,1,0,1,277,0.664911
10.1016/s0079-6123(06)65027-9,3,1,0,1,205,0.665207
10.5040/9781492596844,3,1,0,1,211,0.668762
10.1109/iros.2004.1389957,3,1,0,1,19,0.66563
10.1109/iros.1996.569012,3,1,0,1,45,0.654335
10.1007/3-540-64473-3_49,3,1,0,1,102,0.655064
10.1093/mind/lix.236.433,3,1,0,1,7486,0.658182
10.1109/iros.1996.568989,3,1,0,1,47,0.65533
10.1023/a:1022699900025,3,1,0,1,533,0.655695
10.1007/bf00198086,3,1,0,1,828,0.664429
10.1126/science.3975635,3,1,0,1,801,0.662519
10.1007/s004220050408,3,1,0,1,143,0.664778
10.1163/156855300x00061,3,1,0,1,48,0.662847
10.1007/978-1-4615-3618-5,3,1,0,1,273,0.665725
10.1080/00222895.1988.10735430,3,1,0,1,51,0.666185
10.1023/a:1006559212014,3,1,0,1,953,0.664386
10.1023/a:1006511328852,3,1,0,1,169,0.664308
10.1109/robot.2000.846414,3,1,0,1,55,0.664351
10.1162/jocn.1993.5.4.408,3,1,0,1,244,0.665221
10.1162/neco.1997.9.2.271,3,1,0,1,93,0.668831
10.1177/027836499301200101,3,1,0,1,235,0.667592
10.1002/0471781819,3,1,0,1,474,0.667158
10.1002/rob.4620060203,3,1,0,1,175,0.668176
10.1207/s15516709cog1603_1,3,1,0,1,776,0.665798
10.1613/jair.301,3,1,0,1,5324,0.662107
10.1109/tmech.2005.848290,3,1,0,1,97,0.668589
10.1109/jra.1987.1087068,3,1,0,1,2289,0.663921
10.1023/a:1015727715131,3,1,0,1,176,0.667703
10.1002/0471722138,3,1,0,1,1171,0.668302
10.1109/robot.2000.844073,3,1,0,1,78,0.667481
10.1017/cbo9780511665479,3,1,0,1,328,0.662629
10.1162/089976605774320557,3,1,0,1,392,0.666089
10.1023/a:1013258808932,3,1,0,1,54,0.66816
10.1162/089976698300017746,3,1,0,1,1866,0.665069
10.21236/ada280862,3,1,0,1,50,0.664086
10.1162/neco.1997.9.2.349,3,1,0,1,149,0.665672
10.1613/jair.806,3,1,0,1,310,0.664792
10.1613/jair.807,3,1,0,1,69,0.666292
10.1162/neco.2007.12-05-077,3,1,0,1,81,0.666193
10.1109/ijcnn.1992.287219,3,1,0,1,15,0.664627
10.1016/s0921-8890(97)00043-2,3,1,0,1,115,0.666548
10.1016/j.conb.2005.10.011,3,1,0,1,373,0.670377
10.1287/ijoc.14.3.192.113,3,1,0,1,631,0.663888
10.1145/318371.318612,3,1,0,1,50,0.667347
10.1145/84537.84552,3,1,0,1,208,0.664065
10.1163/156855307782148550,3,1,0,1,85,0.666321
10.1016/0893-6080(90)90056-q,3,1,0,1,228,0.667351
10.1007/3-540-44581-1_40,3,1,0,1,13,0.661891
10.1287/mnsc.45.11.1570,3,1,0,1,65,0.664581
10.1109/robot.2004.1307456,3,1,0,1,319,0.667612
10.1109/iros.2005.1545206,3,1,0,1,38,0.668711
10.1016/0893-6080(90)90006-7,3,1,0,1,266,0.667128
10.1016/0893-6080(88)90003-2,3,1,0,1,1296,0.669169
10.1007/3-540-64473-3_74,3,1,0,1,15,0.664137
10.1007/3-540-48422-1_28,3,1,0,1,34,0.66369
10.1613/jair.575,3,1,0,1,331,0.659058
10.1613/jair.639,3,1,0,1,662,0.659976
10.1007/3-540-64473-3_76,3,1,0,1,42,0.660191
10.1002/9780470316887,3,1,0,1,4397,0.656911
10.1007/3-540-45324-5_40,3,1,0,1,27,0.665728
10.7551/mitpress/4151.001.0001,3,1,0,1,174,0.66546
10.1007/3-540-45603-1_22,3,1,0,1,13,0.662822
10.1007/3-540-45324-5_23,3,1,0,1,11,0.661083
10.1007/3-540-48422-1_21,3,1,0,1,22,0.664336
10.1016/s0004-3702(99)00052-1,3,1,0,1,1530,0.663542
10.1162/neco.1994.6.2.215,3,1,0,1,439,0.659552
10.1207/s15516709cog0901_7,3,4,0,4,2120,0.663556
10.1038/scientificamerican0680-64,3,1,0,1,25,0.661529
10.1016/0893-6080(88)90023-8,3,1,0,1,803,0.662161
10.1007/bf00336991,3,1,0,1,52,0.660078
10.1038/333452a0,3,1,0,1,284,0.661544
10.1016/0022-2836(88)90564-5,3,2,0,2,916,0.651576
10.1016/s0885-2308(86)80008-0,3,2,0,2,62,0.649507
10.1038/323533a0,3,3,0,3,20872,0.659747
10.1007/978-1-4757-3437-9_17,3,1,0,1,26,0.667211
10.1109/afgr.2002.1004124,3,1,0,1,116,0.664721
10.1023/a:1008078328650,3,1,0,1,3628,0.660589
10.1109/iros.2000.895274,3,1,0,1,133,0.66515
10.1007/978-3-540-45135-8_14,3,1,0,1,19,0.667631
10.1007/3-540-45327-x_13,3,1,0,1,18,0.668296
10.1109/pgec.1967.264666,3,2,0,2,341,0.656921
10.1109/tpami.1986.4767769,3,1,0,1,738,0.657531
10.1162/neco.1993.5.1.140,3,1,0,1,98,0.659822
10.1016/0893-6080(91)90040-c,3,1,0,1,55,0.660716
10.1109/18.256500,3,1,0,1,1967,0.661658
10.1038/355161a0,3,1,0,1,297,0.661748
10.1002/j.1538-7305.1948.tb01340.x,3,1,0,1,712,0.660323
10.1016/0893-6080(89)90014-2,3,2,0,2,896,0.648345
10.1007/978-3-642-49207-5,3,1,0,1,44,0.660906
10.1007/978-1-4757-2249-9,3,1,0,1,518,0.660633
10.1007/978-1-4612-0877-8,3,1,0,1,170,0.659904
10.1162/neco.1994.6.4.696,3,1,0,1,10,0.66092
10.1109/18.42184,3,1,0,1,58,0.661534
10.1109/tit.1979.1056067,3,1,0,1,687,0.661091
10.1080/01621459.1989.10478797,3,4,0,4,817,0.653747
10.1126/science.7761831,3,2,0,2,567,0.639358
10.1162/neco.1994.6.6.1262,3,1,0,1,118,0.659972
10.1017/9781139171809,3,1,0,1,35,0.659814
10.1109/18.256488,3,1,0,1,70,0.660546
10.1088/0954-898x_4_4_001,3,1,0,1,64,0.661204
10.1007/bf00332918,3,1,0,1,920,0.646862
10.2307/2289282,3,1,0,1,527,0.64565
10.1109/83.465101,3,1,0,1,65,0.645505
10.1109/t-c.1971.223208,3,1,0,1,241,0.644448
10.1016/0893-6080(89)90003-8,3,2,0,2,3191,0.64316
10.1103/physreva.41.5325,3,1,0,1,27,0.645645
10.1002/aic.690370209,3,3,0,3,2283,0.660056
10.1007/bf00275687,3,1,0,1,1771,0.646481
10.1142/s0129065789000475,3,1,0,1,660,0.645642
10.1162/neco.1994.6.5.916,3,1,0,1,36,0.645519
10.1209/0295-5075/10/7/015,3,1,0,1,175,0.645047
10.1109/tassp.1985.1164557,3,1,0,1,2735,0.646042
10.1162/neco.1993.5.3.363,3,1,0,1,12,0.645581
10.1109/34.993558,3,1,0,1,4789,0.658493
10.1023/a:1012454411458,3,1,0,1,350,0.660209
10.1006/inco.1995.1136,3,1,0,1,1156,0.662333
10.2307/2287576,3,1,0,1,315,0.662198
10.1162/089976602760128018,3,1,0,1,3081,0.663658
10.1364/josaa.20.001434,3,1,0,1,1059,0.661115
10.1109/34.982899,3,1,0,1,37,0.659858
10.1016/0004-3702(92)90065-6,3,1,0,1,238,0.665122
10.1109/tip.2005.852470,3,1,0,1,207,0.662694
10.1016/0893-6080(89)90044-0,3,1,0,1,1183,0.66504
10.1162/jmlr.2003.4.7-8.1235,3,1,0,1,18,0.663039
10.1007/bf02293745,3,1,0,1,684,0.662426
10.1007/978-3-662-00784-6,3,1,0,1,1514,0.657913
10.1162/089976698300017953,3,2,0,2,933,0.650497
10.1016/s0031-3203(99)00078-3,3,1,0,1,33,0.662362
10.1016/0893-6080(94)90109-0,3,1,0,1,611,0.660795
10.1126/science.272.5270.1905,3,2,0,2,195,0.658498
10.1137/1.9780898719581,3,1,0,1,575,0.661039
10.1038/44565,3,1,0,1,10419,0.655633
10.1137/1.9781611970265,3,1,0,1,1058,0.660845
10.1126/science.1598577,3,1,0,1,448,0.656168
10.1126/science.210.4468.390,3,1,0,1,514,0.659324
10.1162/jocn.1991.3.1.71,3,1,0,1,9997,0.650249
10.1007/bf01421486,3,1,0,1,1381,0.659739
10.1126/science.1908118,3,1,0,1,103,0.657327
10.1121/1.395916,3,1,0,1,149,0.658907
10.1121/1.1912239,3,1,0,1,80,0.661726
10.1126/science.1857964,3,1,0,1,535,0.661219
10.1126/science.269.5224.676,3,1,0,1,6056,0.653412
10.1046/j.1365-8711.1998.01596.x,3,1,0,1,105,0.657928
10.1126/science.356262,3,1,0,1,403,0.655791
10.1038/326689a0,3,1,0,1,642,0.655544
10.1007/978-3-662-00784-6_5,3,1,0,1,18,0.657996
10.1016/0165-1684(94)90029-9,3,1,0,1,6062,0.655872
10.1162/neco.1995.7.6.1129,3,1,0,1,7025,0.656806
10.1126/science.1251207,3,1,0,1,161,0.657722
10.1098/rspb.1978.0020,3,1,0,1,1255,0.662402
10.1145/356924.356930,3,1,0,1,1541,0.661105
10.1016/0004-3702(81)90025-4,3,1,0,1,223,0.661882
10.1145/356869.356871,3,1,0,1,155,0.66099
10.1115/1.3426923,3,1,0,1,539,0.661095
10.1115/1.3426922,3,1,0,1,1621,0.659134
10.1109/2.29,3,1,0,1,336,0.662018
10.3138/9781487576752,3,1,0,1,188,0.662032
10.1016/0025-5564(71)90051-4,3,1,0,1,2024,0.661335
10.1016/0004-3702(87)90050-6,3,1,0,1,1382,0.661855
10.1145/356810.356816,3,1,0,1,838,0.661976
10.1016/b978-1-55860-092-8.50012-5,3,1,0,1,57,0.660859
10.1016/s0921-8890(05)80030-2,3,1,0,1,66,0.661656
10.1037/11494-000,3,1,0,1,4694,0.66159
10.1016/0025-5564(79)90063-4,3,1,0,1,115,0.663105
10.1007/978-94-009-7758-7,3,1,0,1,590,0.661593
10.1037/h0029767,3,1,0,1,62,0.667235
10.1037/0003-066x.38.2.175,3,1,0,1,55,0.665524
10.1002/j.1556-6676.1985.tb01015.x,3,1,0,1,11,0.667592
10.1146/annurev.ps.37.020186.000245,3,1,0,1,171,0.667339
10.1037/0033-2909.93.1.179,3,1,0,1,416,0.666691
10.1037/0021-9010.72.3.457,3,1,0,1,62,0.66806
10.1037/0003-066x.35.11.1012,3,1,0,1,479,0.667702
10.1037/0003-066x.36.10.1181,3,1,0,1,70,0.666444
10.1146/annurev.ps.29.020178.001143,3,1,0,1,54,0.669643
10.1007/bf02084158,3,1,0,1,1391,0.654128
10.1109/tit.1974.1055172,3,1,0,1,114,0.652887
10.1145/321832.321839,3,1,0,1,130,0.65488
10.1038/scientificamerican0575-47,3,1,0,1,446,0.653252
10.1145/321892.321894,3,3,0,3,527,0.674613
10.1147/rd.214.0350,3,1,0,1,223,0.654274
10.1002/cpa.3160310407,3,1,0,1,23,0.654227
10.1090/pspum/028.2/0432534,3,1,0,1,170,0.653532
10.1007/978-1-4613-9435-8_10,3,1,0,1,33,0.653553
10.1038/scientificamerican1179-20,3,1,0,1,32,0.654647
10.1080/00029890.1982.11995373,3,1,0,1,23,0.654942
10.1037/0003-066x.51.2.77,3,2,0,2,1644,0.66765
10.1037/h0038215,3,1,0,1,15,0.664491
10.1037/0003-066x.42.2.137,3,1,0,1,152,0.667954
10.1037/0033-2909.102.1.3,3,1,0,1,409,0.668838
10.1016/0001-8791(86)90017-5,3,1,0,1,27,0.666518
10.1111/j.1744-6570.1991.tb00688.x,3,1,0,1,5106,0.663179
10.1037/0021-9010.78.3.443,3,1,0,1,76,0.668117
10.1037/0021-9010.80.1.168,3,1,0,1,164,0.669821
10.1037/0021-9010.76.6.863,3,1,0,1,115,0.668841
10.5465/amr.1988.4306775,3,1,0,1,1038,0.664534
10.1016/s0160-2896(97)90012-x,3,1,0,1,99,0.66621
10.1037/0003-066x.50.11.928,3,1,0,1,253,0.66958
10.1037/0096-3445.115.3.255,3,1,0,1,160,0.668664
10.1016/s0160-2896(97)90017-9,3,1,0,1,65,0.670097
10.1037/0021-9010.65.6.697,3,1,0,1,36,0.666171
10.1016/0001-8791(86)90008-4,3,1,0,1,55,0.664813
10.1016/0001-8791(84)90018-6,3,1,0,1,21,0.668518
10.1037/0021-9010.68.4.602,3,1,0,1,36,0.668401
10.1016/0001-8791(86)90013-8,3,1,0,1,596,0.671356
10.1037/0033-2909.96.1.72,3,1,0,1,1175,0.666899
10.1037/0021-9010.75.1.28,3,1,0,1,205,0.668498
10.1017/s0140525x0000577x,3,1,0,1,12,0.668186
10.1017/s0140525x00001515,3,1,0,1,2016,0.662807
10.1017/s0140525x00059859,3,1,0,1,110,0.666544
10.1017/s0140525x00058611,3,1,0,1,320,0.666907
10.1017/s0140525x00001771,3,1,0,1,760,0.665983
10.1017/s0140525x0001921x,3,1,0,1,449,0.666119
10.1093/brain/88.2.237,3,1,0,1,2372,0.663611
10.1111/j.1749-6632.1976.tb25468.x,3,1,0,1,14,0.666005
10.1017/s0140525x00013959,3,1,0,1,75,0.661898
10.1017/s0031819100057983,3,1,0,1,375,0.667055
10.1109/18.720554,3,1,0,1,671,0.664508
10.1016/s0019-9958(75)90261-2,3,1,0,1,485,0.670573
10.1007/978-94-010-3578-1,3,1,0,1,25,0.665664
10.1007/978-3-642-67075-6,3,1,0,1,210,0.663824
10.1016/s0019-9958(67)91165-5,3,1,0,1,2322,0.663402
10.2307/2183532,3,1,0,1,781,0.664546
10.1145/141420.141422,3,1,0,1,57,0.662152
10.1007/978-1-4757-2606-0,3,2,0,2,1080,0.667542
10.1126/science.283.5398.77,3,1,0,1,749,0.665577
10.1109/18.481776,3,1,0,1,559,0.663823
10.1016/s0022-0000(73)80030-3,3,1,0,1,178,0.663996
10.1109/18.144706,3,1,0,1,247,0.668363
10.1016/s0893-6080(96)00127-x,3,1,0,1,89,0.665107
10.1016/s0019-9958(64)90223-2,3,2,0,2,1007,0.668642
10.1109/tit.1978.1055913,3,2,0,2,220,0.668112
10.1023/a:1007383707642,3,1,0,1,102,0.666753
10.1111/j.2517-6161.1979.tb01066.x,3,1,0,1,782,0.664905
10.1109/18.54897,3,1,0,1,296,0.665852
10.1109/tit.2005.844059,3,1,0,1,771,0.666299
10.2307/2981683,3,1,0,1,735,0.664415
10.1016/0304-3975(83)90139-1,3,1,0,1,44,0.663775
10.1006/jcss.2000.1743,3,1,0,1,16,0.664668
10.1109/tit.2003.814488,3,1,0,1,19,0.662948
10.1109/18.651051,3,1,0,1,33,0.666554
10.1080/01621459.1996.10477003,3,1,0,1,695,0.666423
10.1109/tit.1976.1055501,3,1,0,1,2125,0.666266
10.1109/18.720534,3,1,0,1,284,0.663788
10.1214/aos/1176346150,3,1,0,1,1096,0.665602
10.1142/s0129054102001291,3,1,0,1,50,0.667882
10.1023/b:mach.0000015880.99707.b2,3,1,0,1,71,0.666083
10.1109/acv.1994.341300,3,1,0,1,1315,0.664544
10.1109/cvpr.1994.323814,3,1,0,1,1116,0.662401
10.1117/12.191877,3,1,0,1,84,0.661602
10.1016/0031-3203(94)90081-7,3,1,0,1,67,0.663409
10.1007/bf00239352,3,2,0,2,940,0.660941
10.1007/3-540-60268-2_326,3,1,0,1,25,0.66195
10.1162/neco.1994.6.6.1289,3,1,0,1,250,0.666211
10.1162/neco.1995.7.5.867,3,1,0,1,252,0.664094
10.1109/5.58325,3,1,0,1,6148,0.660121
10.1016/0031-3203(94)90031-0,3,1,0,1,81,0.664605
10.1109/34.254061,3,2,0,2,1711,0.646944
10.1109/6.259484,3,1,0,1,221,0.66499
10.1109/icpr.1994.576879,3,1,0,1,345,0.665644
10.1109/5.381842,3,1,0,1,1706,0.661681
10.1109/tassp.1987.1165110,3,1,0,1,44,0.66459
10.1109/72.143371,3,1,0,1,255,0.665791
10.1109/cvpr.1996.517076,3,1,0,1,123,0.664062
10.1109/dcc.1993.253111,3,1,0,1,53,0.666155
10.1007/978-3-642-97610-0,3,1,0,1,3740,0.663888
10.1109/72.125866,3,1,0,1,119,0.663475
10.1016/0031-3203(91)90081-f,3,1,0,1,114,0.659021
10.1162/neco.1989.1.4.541,3,3,0,3,8548,0.671174
10.1109/34.57669,3,1,0,1,592,0.664207
10.1016/0031-3203(86)90025-7,3,2,0,2,93,0.662595
10.1016/0262-8856(87)90071-0,3,1,0,1,24,0.66442
10.1002/j.1538-7305.1983.tb03115.x,3,1,0,1,215,0.675994
10.1016/0167-6393(88)90053-2,3,1,0,1,70,0.669946
10.1109/icassp.1987.1169727,3,1,0,1,12,0.674782
10.1109/icassp.1986.1169179,3,1,0,1,415,0.671136
10.1016/s0885-2308(86)80009-2,3,1,0,1,305,0.673031
10.1109/icassp.1985.1168283,3,1,0,1,102,0.670465
10.1002/j.1538-7305.1985.tb00274.x,3,1,0,1,52,0.670898
10.1002/j.1538-7305.1985.tb00439.x,3,1,0,1,230,0.670763
10.1109/tassp.1985.1164586,3,1,0,1,65,0.66854
10.1016/s0885-2308(86)80021-3,3,1,0,1,30,0.67433
10.1109/tassp.1985.1164727,3,1,0,1,202,0.674988
10.1109/icassp.1987.1169604,3,1,0,1,21,0.67263
10.1109/icassp.1982.1171633,3,1,0,1,105,0.672922
10.1109/icassp.1987.1169731,3,1,0,1,10,0.671729
10.1109/icassp.1987.1169748,3,1,0,1,89,0.67432
10.1109/icassp.1985.1168477,3,1,0,1,126,0.679015
10.1090/s0002-9904-1967-11751-8,3,1,0,1,679,0.671555
10.1214/aoms/1177699147,3,1,0,1,1803,0.671268
10.1109/proc.1973.9030,3,1,0,1,4037,0.673083
10.1007/bf00133697,3,1,0,1,31,0.666665
10.1109/2.144438,3,1,0,1,39,0.662938
10.1007/bf01212455,3,1,0,1,158,0.66531
10.1109/tsmc.1979.4310076,3,1,0,1,30760,0.654991
10.1109/icpr.1990.118197,3,1,0,1,10,0.661064
10.1016/0734-189x(89)90116-3,3,1,0,1,146,0.663635
10.1145/357423.357428,3,1,0,1,37,0.662913
10.1109/cvpr.1992.223205,3,1,0,1,14,0.664218
10.1142/s0218001491000156,3,2,0,2,33,0.661913
10.1109/21.105083,3,1,0,1,28,0.66446
10.1016/0165-1684(86)90001-0,3,1,0,1,38,0.663585
10.1016/0165-1684(91)90050-s,3,1,0,1,14,0.663642
10.1142/9789814434362_0011,3,1,0,1,12,0.665627
10.1016/0031-3203(86)90027-0,3,1,0,1,28,0.663627
10.1016/0031-3203(88)90017-9,3,1,0,1,35,0.663263
10.1109/34.62612,3,1,0,1,13,0.662087
10.1007/bf01215877,3,1,0,1,29,0.660639
10.1016/0031-3203(80)90043-6,3,1,0,1,59,0.667528
10.1142/s0218001487000023,3,1,0,1,44,0.665243
10.1016/0165-1684(82)90021-4,3,1,0,1,29,0.665476
10.1016/0031-3203(70)90029-4,3,1,0,1,12,0.663791
10.1016/0031-3203(88)90041-6,3,1,0,1,42,0.662741
10.1109/tsmc.1977.4309763,3,1,0,1,69,0.660194
10.1109/proc.1980.11675,3,1,0,1,175,0.662528
10.1016/0031-3203(88)90068-4,3,1,0,1,105,0.668595
10.1109/icpr.1990.118143,3,1,0,1,41,0.663948
10.1111/j.1469-1809.1936.tb02137.x,3,1,0,1,10137,0.653859
10.4153/cjm-1954-037-2,3,1,0,1,383,0.660908
10.1109/pgec.1965.264207,3,1,0,1,144,0.660935
10.1109/tssc.1966.300080,3,1,0,1,31,0.658631
10.1109/nnsp.1991.239512,3,1,0,1,105,0.663335
10.1109/nnsp.1991.239540,3,1,0,1,24,0.664183
10.1109/tassp.1987.1165237,3,1,0,1,150,0.66458
10.1109/massp.1987.1165576,3,2,0,2,5218,0.657932
10.1109/jrproc.1961.287776,3,1,0,1,40,0.661229
10.1109/icnn.1988.23829,3,1,0,1,295,0.667955
10.1109/jrproc.1962.288194,3,1,0,1,89,0.660314
10.1109/29.1598,3,1,0,1,183,0.661357
10.1016/0022-0000(80)90041-0,3,1,0,1,384,0.66473
10.1016/0022-0000(79)90045-x,3,1,0,1,365,0.663427
10.1016/0020-0190(87)90114-1,3,1,0,1,660,0.661275
10.1016/0890-5401(89)90001-1,3,1,0,1,89,0.661895
10.1016/b978-0-08-094829-4.50028-3,3,1,0,1,24,0.667493
10.1080/01621459.1963.10500830,3,1,0,1,4253,0.665459
10.1145/28395.28426,3,1,0,1,133,0.660983
10.1145/73007.73049,3,1,0,1,136,0.66932
10.1145/48014.63140,3,1,0,1,331,0.659489
10.1145/1968.1972,3,3,0,3,3103,0.67322
10.2307/2282952,3,1,0,1,672,0.662824
10.1162/neco.1991.3.1.79,3,1,0,1,3085,0.659527
10.1162/neco.1989.1.2.281,3,1,0,1,3256,0.656578
10.1162/neco.1989.1.1.151,3,3,0,3,1087,0.673666
10.1109/37.1866,3,1,0,1,100,0.667318
10.1145/12130.12158,3,1,0,1,75,0.667509
10.5802/aif.474,3,1,0,1,96,0.67055
10.1109/ijcnn.1989.118639,3,1,0,1,96,0.675044
10.1137/0905013,3,1,0,1,101,0.67198
10.1109/29.1651,3,1,0,1,335,0.67169
10.1214/aos/1176349519,3,1,0,1,1069,0.672703
10.1090/pspum/028.2/0507425,3,1,0,1,43,0.671658
10.1007/bf00336857,3,1,0,1,83,0.673163
10.1109/tc.1977.1674755,3,1,0,1,20,0.643311
10.1145/356643.356645,3,1,0,1,141,0.64363
10.1109/t-c.1974.223971,3,1,0,1,71,0.643489
10.1147/rd.194.0398,3,1,0,1,21,0.642822
10.1016/0031-3203(76)90027-3,3,1,0,1,39,0.644632
10.1109/tit.1967.1054060,3,1,0,1,90,0.644307
10.1162/neco.1993.5.2.278,3,1,0,1,55,0.663808
10.1016/0047-259x(82)90083-5,3,1,0,1,43,0.662808
10.1038/331679a0,3,1,0,1,879,0.667035
10.1038/340468a0,3,1,0,1,39,0.660129
10.1109/5.58326,3,2,0,2,2328,0.669565
10.1016/0885-064x(88)90019-2,3,1,0,1,123,0.662682
10.1162/neco.1989.1.3.312,3,1,0,1,103,0.664866
10.1109/34.3915,3,1,0,1,108,0.664242
10.1209/0295-5075/4/10/020,3,1,0,1,58,0.664386
10.1109/5.58339,3,1,0,1,159,0.661537
10.1051/jphys:01989005002012100,3,1,0,1,24,0.663357
10.1209/0295-5075/11/7/018,3,1,0,1,54,0.665293
10.1088/0305-4470/22/12/004,3,1,0,1,135,0.667521
10.1103/physrevlett.64.2957,3,1,0,1,61,0.66747
10.1162/neco.1990.2.3.374,3,1,0,1,55,0.663595
10.1126/science.3175664,3,1,0,1,29,0.664046
10.1109/tac.1982.1102980,3,1,0,1,136,0.666317
10.1287/moor.16.3.580,3,1,0,1,289,0.666163
10.1007/978-1-4684-9352-8,3,3,0,3,914,0.673724
10.1080/17442508708833475,3,1,0,1,39,0.664908
10.1137/0325070,3,1,0,1,104,0.666159
10.1109/tac.1987.1104684,3,1,0,1,17,0.666353
10.1109/tac.1986.1104412,3,1,0,1,1445,0.667062
10.1162/neco.1992.4.1.1,3,1,0,1,2450,0.680861
10.2307/2002797,3,2,0,2,104,0.663799
10.1090/qam/102435,3,1,0,1,1784,0.671595
10.1214/aoms/1177700285,3,2,0,2,604,0.656823
10.1007/bf00992701,3,3,0,3,120,0.660023
10.1007/bf00992699,3,2,0,2,791,0.678586
10.1007/bf00993308,3,1,0,1,29,0.670854
10.1109/ijcnn.1990.137821,3,1,0,1,29,0.669021
10.1162/neco.1991.3.2.226,3,1,0,1,102,0.657082
10.1109/21.229449,3,1,0,1,28,0.679617
10.1023/a:1022632907294,3,1,0,1,47,0.681156
10.1162/neco.1993.5.4.613,3,1,0,1,447,0.681609
10.1023/a:1022628806385,3,1,0,1,74,0.67757
10.1109/5.58338,3,1,0,1,242,0.682762
10.1002/9780470316511,3,1,0,1,1646,0.680297
10.1016/b978-1-55860-377-6.50072-4,3,1,0,1,41,0.680655
10.1016/b978-1-55860-307-3.50047-2,3,1,0,1,42,0.680359
10.1023/a:1022624705476,3,1,0,1,38,0.682508
10.2307/2002546,3,1,0,1,44,0.682278
10.1162/evco.1995.3.2.149,3,1,0,1,1076,0.678936
10.1515/9781400874651,3,1,0,1,1582,0.709827
10.1109/21.21595,3,1,0,1,23,0.70914
10.1002/aic.690390108,3,1,0,1,202,0.684487
10.1016/0004-3702(94)00011-o,3,2,0,2,498,0.671638
10.1109/9.24227,3,1,0,1,94,0.679913
10.1016/0004-3702(87)90051-8,3,1,0,1,178,0.682085
10.1016/0022-247x(85)90317-8,3,1,0,1,198,0.682878
10.1287/moor.3.3.231,3,1,0,1,133,0.680505
10.1007/bf01668327,3,1,0,1,118,0.666255
10.1159/000140010,3,1,0,1,100,0.666844
10.1146/annurev.ph.18.030156.002043,3,1,0,1,20,0.666685
10.1001/archneurpsyc.1939.02270240017001,3,1,0,1,1184,0.66545
10.1016/0013-4694(52)90073-4,3,1,0,1,535,0.666582
10.1037/h0054728,3,1,0,1,107,0.664932
10.1111/j.1749-6632.1954.tb54849.x,3,1,0,1,132,0.666185
10.3171/jns.1954.11.1.0064,3,2,0,2,141,0.653831
10.1176/ajp.107.10.730,3,1,0,1,34,0.66693
10.1136/jnnp.15.2.79,3,1,0,1,64,0.666277
10.1212/wnl.5.6.373,3,1,0,1,316,0.665982
10.1080/00223980.1945.9917223,3,1,0,1,2063,0.668056
10.1136/jnnp.17.2.115,3,1,0,1,113,0.667139
10.1146/annurev.psych.55.090902.142050,3,2,0,2,1301,0.652467
10.1146/annurev.psych.53.100901.135114,3,1,0,1,3188,0.663215
10.1016/s0149-7634(01)00034-3,3,1,0,1,26,0.666855
10.1098/rstb.2001.0941,3,1,0,1,67,0.664117
10.1098/rstb.2001.0942,3,1,0,1,73,0.665865
10.1093/brain/124.4.647,3,1,0,1,84,0.663386
10.1016/s0896-6273(02)00830-9,3,3,0,3,1881,0.657243
10.1073/pnas.93.24.13523,3,1,0,1,30,0.667168
10.1002/1098-1063(2000)10:4<352::aid-hipo2>3.0.co;2-d,3,1,0,1,379,0.664124
